HUISHOUDNR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATUMAANVANGHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,AANTALPERSHH,EVENT,GEBJAARJONGSTEKINDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,GEBMAANDOUDSTEKINDHH
36fb7be4,couple with children,e67515f5,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
36fb7be4,couple with children,5800ab74,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
36fb7be4,couple with children,f20980ce,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
36fb7be4,couple with children,bdd1dc46,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
f9302028,couple with children,7e55e61b,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
f9302028,couple with children,4383e427,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
f9302028,couple with children,eb19a11a,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
f9302028,couple with children,c8a7b59f,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
210476b7,couple with children,2772ac9f,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
210476b7,couple with children,481a64c2,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
210476b7,couple with children,4a08a859,child living at home,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
debde303,couple without children,0e68eede,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
debde303,couple without children,30f1b6d2,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
9b2f1959,single parent household,4e111417,parent in single parent household,1,3,19900101,19910101,1,2,3,initiate,,--,,--
9b2f1959,single parent household,99ec1f47,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
9b2f1959,single parent household,88ff400f,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
08ef0b63,single parent household,0aff0c88,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
08ef0b63,single parent household,c2ae8953,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
08ef0b63,single parent household,b197ab3d,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
121b6b6d,single parent household,b790cf95,parent in single parent household,1,3,19900101,19910101,1,2,3,initiate,,--,,--
121b6b6d,single parent household,0d6dac50,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
121b6b6d,single parent household,5edff985,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
fa7aa837,single parent household,1afa77a0,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
fa7aa837,single parent household,a583dffa,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
fa7aa837,single parent household,61f52f6d,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
3fa3ea29,single parent household,6f9776d4,parent in single parent household,1,3,19900101,19910101,1,2,3,initiate,,--,,--
3fa3ea29,single parent household,3c8935c7,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
3fa3ea29,single parent household,3f2372ef,child living at home,1,3,19900101,19910101,1,2,3,initiate,,--,,--
8e148e38,single parent household,393ff81b,parent in single parent household,1,2,19900101,19910101,1,1,2,initiate,,--,,--
8e148e38,single parent household,16f62a82,child living at home,1,2,19900101,19910101,1,1,2,initiate,,--,,--
02888793,single parent household,a4f25734,parent in single parent household,0,2,19900101,19910101,1,1,2,initiate,,--,,--
02888793,single parent household,b019e02a,child living at home,0,2,19900101,19910101,1,1,2,initiate,,--,,--
12310d77,single person household,1cb5f483,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
285947de,couple without children,cf3f2179,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
285947de,couple without children,34bb6d53,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
6c25ea90,couple with children,2e3cb4cc,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
6c25ea90,couple with children,c4473f75,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
6c25ea90,couple with children,56ba04ea,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
6c25ea90,couple with children,3fbc2a37,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
a15bd3e3,couple without children,fd52693b,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
a15bd3e3,couple without children,4f8cead6,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
79d5cd97,couple without children,892acd9f,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
79d5cd97,couple without children,cfee0baa,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
7375b23c,single person household,d1794113,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
2fb427b7,couple without children,b9822ff5,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
2fb427b7,couple without children,c8157153,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
2824bc57,couple with children,7d8b6ac8,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2824bc57,couple with children,012c7ac3,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2824bc57,couple with children,30ccd7a7,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2824bc57,couple with children,fde6401f,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2824bc57,couple with children,4e540033,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5e3a9393,couple with children,9bbc9e18,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
5e3a9393,couple with children,6b996bf7,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
5e3a9393,couple with children,0d944e3c,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
5e3a9393,couple with children,9f98c753,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
5e5d0ef9,couple with children,a050d207,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5e5d0ef9,couple with children,bd93d12f,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5e5d0ef9,couple with children,717bae75,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5e5d0ef9,couple with children,45b2787e,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5e5d0ef9,couple with children,e2fc0e75,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
46ac882e,single parent household,d0089f73,parent in single parent household,1,2,19900101,19910101,1,1,2,initiate,,--,,--
46ac882e,single parent household,764db2b0,child living at home,1,2,19900101,19910101,1,1,2,initiate,,--,,--
b2828d6b,single person household,f17d777e,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
1e7de2dc,single person household,7a30fd44,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
fabb7d19,couple without children,209ffe9d,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
fabb7d19,couple without children,4f37f0ad,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
cf459785,single person household,013e2a06,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
07c3b1ce,couple without children,75a1af04,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
07c3b1ce,couple without children,add17882,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
30ca307b,couple without children,d08d070b,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
30ca307b,couple without children,7f194a77,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
2dbbf23a,couple with children,d010ed80,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2dbbf23a,couple with children,33f07ea5,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2dbbf23a,couple with children,bc615110,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2dbbf23a,couple with children,45b9a1a6,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
2dbbf23a,couple with children,f9b23ef7,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
ab63fc67,single person household,53ba7ea0,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
b6465b79,couple with children,99e6171c,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
b6465b79,couple with children,2fcd3f5a,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
b6465b79,couple with children,f1a2f58f,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
b6465b79,couple with children,b8b1f67d,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
bd304f57,couple with children,083a4e6b,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
bd304f57,couple with children,e0ea2440,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
bd304f57,couple with children,1e5dd5ef,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
bd304f57,couple with children,f2e2cd9d,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
bd304f57,couple with children,c86fd9e5,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
3cf397a8,single person household,41619c80,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
123a3ef0,couple with children,17598313,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
123a3ef0,couple with children,81c8b12d,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
123a3ef0,couple with children,8b225791,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
123a3ef0,couple with children,0d4467a1,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
123a3ef0,couple with children,56a436f3,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
ef6f4f22,single person household,91578f4b,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
3118cbb6,couple with children,3899c309,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
3118cbb6,couple with children,92f15a43,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
3118cbb6,couple with children,bd244abf,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
3118cbb6,couple with children,c53c0571,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
38e0635e,single person household,37f98689,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
2c9de7cb,single person household,6bd234a3,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
b90668f3,couple with children,7bc01e92,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
b90668f3,couple with children,011073ee,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
b90668f3,couple with children,f7ec172e,child living at home,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
1542177f,single person household,1a8249dd,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
fbab67cf,single person household,c528063d,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
b7dd73b7,single parent household,e0b9bf5e,parent in single parent household,1,4,19900101,19910101,1,3,4,initiate,,--,,--
b7dd73b7,single parent household,330df1ca,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
b7dd73b7,single parent household,8672c405,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
b7dd73b7,single parent household,660a0551,child living at home,1,4,19900101,19910101,1,3,4,initiate,,--,,--
6345cd56,single person household,5fc42b18,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
180c871c,single parent household,790a111e,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
180c871c,single parent household,1f27ccb4,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
180c871c,single parent household,7b6afade,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
ad1c3237,couple with children,04c4e4f2,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
ad1c3237,couple with children,55fec0c8,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
ad1c3237,couple with children,897def28,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
ad1c3237,couple with children,a16249cb,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
ad1c3237,couple with children,2309174e,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
395c11e6,couple without children,0c3a0c52,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
395c11e6,couple without children,375ca3dc,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
981f62f5,single person household,4e73df20,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
eaa39c58,couple with children,6a945a4d,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
eaa39c58,couple with children,bafafd70,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
eaa39c58,couple with children,b08db802,child living at home,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
3bec1859,single person household,2501e10e,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
cea4783f,single parent household,1de42973,parent in single parent household,0,3,19900101,19910101,1,2,3,initiate,,--,,--
cea4783f,single parent household,483e23f8,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
cea4783f,single parent household,5e0aa935,child living at home,0,3,19900101,19910101,1,2,3,initiate,,--,,--
c7d42911,couple without children,cf1e300d,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
c7d42911,couple without children,485dbb22,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
4631ba1e,couple with children,134bb3c3,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
4631ba1e,couple with children,e9f782ea,partner in couple with children,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
4631ba1e,couple with children,efac331b,child living at home,1,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
d4784cb9,single person household,390720b2,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
11632914,single person household,ce45765c,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
d87a6e42,single person household,e14a202f,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
88366aac,couple without children,64abfda8,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
88366aac,couple without children,234e0618,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
6e1b2333,couple without children,c281aab2,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
6e1b2333,couple without children,90417321,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
51074bf2,single person household,ccbde79d,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
96c0e5af,couple without children,a0dfe8ee,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
96c0e5af,couple without children,d5149a25,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
0a1fd815,couple without children,b4301288,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
0a1fd815,couple without children,65f20ae6,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
eb07fe18,single person household,716490e8,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
5290e62f,couple with children,93513acf,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5290e62f,couple with children,b0a65a4a,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5290e62f,couple with children,89dd320d,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5290e62f,couple with children,bbfd8280,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
5290e62f,couple with children,fce62142,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
c0ed8210,couple with children,2c3f0826,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
c0ed8210,couple with children,feba10ec,partner in couple with children,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
c0ed8210,couple with children,9f0c7ab6,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
c0ed8210,couple with children,36426134,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
c0ed8210,couple with children,52adf318,child living at home,1,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
4478f8e8,single parent household,23776292,parent in single parent household,1,2,19900101,19910101,1,1,2,initiate,,--,,--
4478f8e8,single parent household,6815a107,child living at home,1,2,19900101,19910101,1,1,2,initiate,,--,,--
cdb2a9f4,single person household,b518be7d,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
9b2c27fd,single person household,2bb02585,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
e7aefe6e,couple with children,f69678dc,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
e7aefe6e,couple with children,8c9f4287,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
e7aefe6e,couple with children,85215a89,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
e7aefe6e,couple with children,901d453c,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
41fe7451,couple with children,c1b403bf,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
41fe7451,couple with children,9c39607d,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
41fe7451,couple with children,2df5c9d4,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
41fe7451,couple with children,e4c6c08b,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
aa4bcd85,single person household,719e8241,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
e5724b8b,couple with children,958ec8ed,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
e5724b8b,couple with children,dbefe904,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
e5724b8b,couple with children,5deda21a,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
e5724b8b,couple with children,d891a082,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
3b252f6a,couple without children,2ac59a71,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
3b252f6a,couple without children,c130e718,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
ef420112,couple without children,19f21722,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
ef420112,couple without children,bdeda8a0,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
1afe7175,couple with children,6c2e8865,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
1afe7175,couple with children,20d766d3,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
1afe7175,couple with children,7e4eec00,child living at home,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
d0e2600f,couple with children,9e4a6515,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
d0e2600f,couple with children,c0541c10,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
d0e2600f,couple with children,a0508ff8,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
d0e2600f,couple with children,19737396,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
1aa1dcf4,single parent household,c8e7160d,parent in single parent household,0,4,19900101,19910101,1,3,4,initiate,,--,,--
1aa1dcf4,single parent household,a6b850ae,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
1aa1dcf4,single parent household,ef86c38b,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
1aa1dcf4,single parent household,6793de14,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
196668e4,couple with children,679b785d,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
196668e4,couple with children,4d5fe15b,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
196668e4,couple with children,479b64bc,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
196668e4,couple with children,e8107538,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
196668e4,couple with children,809c1b03,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
f3490e05,single parent household,6c5464a9,parent in single parent household,0,2,19900101,19910101,1,1,2,initiate,,--,,--
f3490e05,single parent household,51cad05d,child living at home,0,2,19900101,19910101,1,1,2,initiate,,--,,--
5ff9b89b,couple with children,660bb969,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
5ff9b89b,couple with children,494e1659,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
5ff9b89b,couple with children,2be3346c,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
5ff9b89b,couple with children,51425503,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
500ea25d,couple with children,b4e9d255,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
500ea25d,couple with children,615e2191,partner in couple with children,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
500ea25d,couple with children,4b1af3b2,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
500ea25d,couple with children,c77237cc,child living at home,0,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
40f4b46e,couple without children,04eafcf2,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
40f4b46e,couple without children,35d90f57,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
0f9dee35,couple with children,8c506e28,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
0f9dee35,couple with children,84445350,partner in couple with children,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
0f9dee35,couple with children,dcc3a895,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
0f9dee35,couple with children,8c4ffed9,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
0f9dee35,couple with children,63098a2f,child living at home,0,5,19900101,19910101,2,3,5,initiate,2015.0,01,2010.0,05
4c539c4a,couple with children,fb4640b3,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
4c539c4a,couple with children,926b59f2,partner in couple with children,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
4c539c4a,couple with children,92b649c2,child living at home,0,3,19900101,19910101,2,1,3,initiate,2015.0,01,2010.0,05
93e4ba2c,couple without children,18398eeb,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
93e4ba2c,couple without children,a6cffb07,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
c50f03a1,couple without children,8414b038,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
c50f03a1,couple without children,e26f3295,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
7badb76f,single parent household,a4d31ac3,parent in single parent household,0,4,19900101,19910101,1,3,4,initiate,,--,,--
7badb76f,single parent household,c9196786,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
7badb76f,single parent household,25ff36a6,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
7badb76f,single parent household,b224c2da,child living at home,0,4,19900101,19910101,1,3,4,initiate,,--,,--
c8a926fc,couple without children,92e9b60a,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
c8a926fc,couple without children,a7398c12,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
98bac1fb,single person household,66b7453f,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
e4a7b3be,single parent household,8c4b2bbf,parent in single parent household,1,2,19900101,19910101,1,1,2,initiate,,--,,--
e4a7b3be,single parent household,9d653b4d,child living at home,1,2,19900101,19910101,1,1,2,initiate,,--,,--
eb9cb48b,couple with children,cf3f6da4,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
eb9cb48b,couple with children,7b37417a,partner in couple with children,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
eb9cb48b,couple with children,dd3a6eeb,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
eb9cb48b,couple with children,5ea0647e,child living at home,1,4,19900101,19910101,2,2,4,initiate,2015.0,01,2010.0,05
f30c9ef2,couple without children,ee3b4f73,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
f30c9ef2,couple without children,78d7ea78,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
71af274d,single person household,f4aea6c3,single person,1,1,19900101,19910101,1,0,1,initiate,,--,,--
767943ca,single person household,f9c10678,single person,0,1,19900101,19910101,1,0,1,initiate,,--,,--
e64aab5c,couple without children,0ef46060,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
e64aab5c,couple without children,0381c208,partner in couple without children,0,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
4eb652fc,single parent household,deea74c6,parent in single parent household,0,2,19900101,19910101,1,1,2,initiate,,--,,--
4eb652fc,single parent household,9e1851b1,child living at home,0,2,19900101,19910101,1,1,2,initiate,,--,,--
872c30c7,couple without children,76816ae9,partner in couple without children,1,2,19900101,19910101,2,0,2,initiate,2015.0,01,2010.0,05
