rinpersoon,education_level,GBAGEBOORTEJAAR,OPLNIVSOI2016AGG4HBMETNIRWO,OPLNIVSOI2016AGG4HGMETNIRWO,RICHTdetailISCEDF2013HBmetNIRWO,RICHTdetailISCEDF2013HGmetNIRWO,OPLNIVSOI2021AGG4HBmetNIRWO,OPLNIVSOI2021AGG4HGmetNIRWO,RICHTSOI2021SCEDF2013HBNIRWO,RICHTSOI2021SCEDF2013HGNIRWO,year
26a88e5c,9.0,1999,-,-,-,-,-,-,-,-,2010
26abc241,17.0,1988,-,-,-,-,-,-,-,-,2010
26acde1e,14.0,1968,-,-,-,-,-,-,-,-,2010
26b88d9d,8.0,1960,-,-,-,-,-,-,-,-,2010
264d6d23,1.0,1988,-,-,-,-,-,-,-,-,2010
26dadfeb,16.0,1955,-,-,-,-,-,-,-,-,2010
deb1a7db,1.0,1987,-,-,-,-,-,-,-,-,2010
deb26c8e,9.0,1964,-,-,-,-,-,-,-,-,2010
deb35d22,6.0,1956,-,-,-,-,-,-,-,-,2010
deb491e6,3.0,1963,-,-,-,-,-,-,-,-,2010
deb88404,8.0,1966,-,-,-,-,-,-,-,-,2010
d634ac88,12.0,1996,-,-,-,-,-,-,-,-,2010
d635c723,7.0,1980,-,-,-,-,-,-,-,-,2010
d637353d,8.0,1986,-,-,-,-,-,-,-,-,2010
d6387cb3,12.0,1991,-,-,-,-,-,-,-,-,2010
d648f83c,2.0,1950,-,-,-,-,-,-,-,-,2010
d64a230a,9.0,1958,-,-,-,-,-,-,-,-,2010
d6509c86,5.0,1969,-,-,-,-,-,-,-,-,2010
26e3c0dc,1.0,1967,-,-,-,-,-,-,-,-,2010
26fbc692,15.0,1967,-,-,-,-,-,-,-,-,2010
26fbcce2,8.0,1983,-,-,-,-,-,-,-,-,2010
2747a83a,6.0,1952,-,-,-,-,-,-,-,-,2010
27495c97,3.0,1951,-,-,-,-,-,-,-,-,2010
275e2656,2.0,1988,-,-,-,-,-,-,-,-,2010
2765251a,1.0,1988,-,-,-,-,-,-,-,-,2010
27680038,13.0,1955,-,-,-,-,-,-,-,-,2010
276e4022,6.0,1987,-,-,-,-,-,-,-,-,2010
2772348d,4.0,1964,-,-,-,-,-,-,-,-,2010
2772ac9f,12.0,1961,-,-,-,-,-,-,-,-,2010
277a6062,6.0,1989,-,-,-,-,-,-,-,-,2010
26c0b545,14.0,1990,-,-,-,-,-,-,-,-,2010
26c4fdf5,2.0,1990,-,-,-,-,-,-,-,-,2010
26c7bcdb,13.0,1963,-,-,-,-,-,-,-,-,2010
26d17e57,1.0,1970,-,-,-,-,-,-,-,-,2010
26d1fd52,12.0,1987,-,-,-,-,-,-,-,-,2010
26d7cd60,8.0,1984,-,-,-,-,-,-,-,-,2010
26d98106,7.0,1964,-,-,-,-,-,-,-,-,2010
277ef220,11.0,1987,-,-,-,-,-,-,-,-,2010
2782dbc7,9.0,1967,-,-,-,-,-,-,-,-,2010
27a10937,12.0,1965,-,-,-,-,-,-,-,-,2010
27ae386a,14.0,1951,-,-,-,-,-,-,-,-,2010
27b6eff7,4.0,1960,-,-,-,-,-,-,-,-,2010
27c50ec7,8.0,1996,-,-,-,-,-,-,-,-,2010
27cc4b6f,11.0,1994,-,-,-,-,-,-,-,-,2010
27d6ebcc,14.0,1964,-,-,-,-,-,-,-,-,2010
27d7d46b,14.0,1988,-,-,-,-,-,-,-,-,2010
27dd4795,3.0,1982,-,-,-,-,-,-,-,-,2010
27e8e3be,14.0,1993,-,-,-,-,-,-,-,-,2010
27ea53da,17.0,1989,-,-,-,-,-,-,-,-,2010
2726ee8f,3.0,1984,-,-,-,-,-,-,-,-,2010
2731176f,7.0,1964,-,-,-,-,-,-,-,-,2010
27331e36,13.0,1965,-,-,-,-,-,-,-,-,2010
27390ead,4.0,1959,-,-,-,-,-,-,-,-,2010
f9f5aa13,16.0,1965,-,-,-,-,-,-,-,-,2010
27eaabea,7.0,1969,-,-,-,-,-,-,-,-,2010
27ec69d8,5.0,1957,-,-,-,-,-,-,-,-,2010
27ed4252,7.0,1998,-,-,-,-,-,-,-,-,2010
27f1edb3,5.0,1998,-,-,-,-,-,-,-,-,2010
27f7e6ce,14.0,1953,-,-,-,-,-,-,-,-,2010
280d78ea,17.0,1983,-,-,-,-,-,-,-,-,2010
28102d5e,7.0,1984,-,-,-,-,-,-,-,-,2010
2818a1c8,10.0,1982,-,-,-,-,-,-,-,-,2010
282bbe7d,12.0,1994,-,-,-,-,-,-,-,-,2010
2835183f,7.0,1952,-,-,-,-,-,-,-,-,2010
28393355,13.0,1983,-,-,-,-,-,-,-,-,2010
28424ea2,16.0,1967,-,-,-,-,-,-,-,-,2010
28561242,9.0,1982,-,-,-,-,-,-,-,-,2010
285b1142,9.0,1951,-,-,-,-,-,-,-,-,2010
277ca34e,10.0,1985,-,-,-,-,-,-,-,-,2010
d65acf92,10.0,1966,-,-,-,-,-,-,-,-,2010
d65d8cbb,7.0,1956,-,-,-,-,-,-,-,-,2010
d6606a94,4.0,1983,-,-,-,-,-,-,-,-,2010
d6614873,8.0,1951,-,-,-,-,-,-,-,-,2010
d5e1ba9e,2.0,1987,-,-,-,-,-,-,-,-,2010
d5ec036f,15.0,1961,-,-,-,-,-,-,-,-,2010
d5f159c7,9.0,1960,-,-,-,-,-,-,-,-,2010
d5f47dfa,2.0,1990,-,-,-,-,-,-,-,-,2010
d5fe643d,15.0,1963,-,-,-,-,-,-,-,-,2010
d607f038,15.0,1966,-,-,-,-,-,-,-,-,2010
d60f6800,12.0,1983,-,-,-,-,-,-,-,-,2010
f9e72534,10.0,1950,-,-,-,-,-,-,-,-,2010
f9e7e115,4.0,1992,-,-,-,-,-,-,-,-,2010
f9ed1901,3.0,1994,-,-,-,-,-,-,-,-,2010
f9f19a05,17.0,1995,-,-,-,-,-,-,-,-,2010
f9f43ab0,13.0,1968,-,-,-,-,-,-,-,-,2010
2880ab3b,13.0,1950,-,-,-,-,-,-,-,-,2010
2884ed98,17.0,1993,-,-,-,-,-,-,-,-,2010
28850f8e,7.0,1953,-,-,-,-,-,-,-,-,2010
28867d4b,2.0,1989,-,-,-,-,-,-,-,-,2010
28889055,14.0,1982,-,-,-,-,-,-,-,-,2010
288fc7d2,12.0,1983,-,-,-,-,-,-,-,-,2010
289a0058,9.0,1953,-,-,-,-,-,-,-,-,2010
2868b3b1,4.0,1986,-,-,-,-,-,-,-,-,2010
286ea03a,16.0,1955,-,-,-,-,-,-,-,-,2010
28744af3,11.0,1958,-,-,-,-,-,-,-,-,2010
2875b71b,6.0,1965,-,-,-,-,-,-,-,-,2010
f9e0d019,6.0,1955,-,-,-,-,-,-,-,-,2010
f9e2b3bc,13.0,1987,-,-,-,-,-,-,-,-,2010
f9e4028a,17.0,1950,-,-,-,-,-,-,-,-,2010
f9e44424,16.0,1995,-,-,-,-,-,-,-,-,2010
d658ae5d,14.0,1990,-,-,-,-,-,-,-,-,2010
28c96324,14.0,1961,-,-,-,-,-,-,-,-,2010
28ce5373,1.0,1996,-,-,-,-,-,-,-,-,2010
28d0e854,13.0,1992,-,-,-,-,-,-,-,-,2010
28d0ecb8,8.0,1990,-,-,-,-,-,-,-,-,2010
28d8b972,17.0,1984,-,-,-,-,-,-,-,-,2010
28de8bb3,17.0,1988,-,-,-,-,-,-,-,-,2010
28ea83b7,10.0,1990,-,-,-,-,-,-,-,-,2010
28f270e7,2.0,1994,-,-,-,-,-,-,-,-,2010
28f42297,5.0,1970,-,-,-,-,-,-,-,-,2010
28f93e66,7.0,1998,-,-,-,-,-,-,-,-,2010
f9fc9171,12.0,1964,-,-,-,-,-,-,-,-,2010
fa08629e,8.0,1963,-,-,-,-,-,-,-,-,2010
fa18db5c,13.0,1985,-,-,-,-,-,-,-,-,2010
fa1b23cc,16.0,1997,-,-,-,-,-,-,-,-,2010
2875bd46,12.0,1960,-,-,-,-,-,-,-,-,2010
287c23fa,16.0,1951,-,-,-,-,-,-,-,-,2010
290caadf,10.0,1970,-,-,-,-,-,-,-,-,2010
2910d29a,12.0,1967,-,-,-,-,-,-,-,-,2010
291758ad,10.0,1982,-,-,-,-,-,-,-,-,2010
291b920e,1.0,1964,-,-,-,-,-,-,-,-,2010
2921711d,17.0,1986,-,-,-,-,-,-,-,-,2010
29229592,6.0,1984,-,-,-,-,-,-,-,-,2010
292e6e6e,11.0,1988,-,-,-,-,-,-,-,-,2010
2937d3a4,12.0,1986,-,-,-,-,-,-,-,-,2010
29405b7b,10.0,1993,-,-,-,-,-,-,-,-,2010
2943d7c2,8.0,1961,-,-,-,-,-,-,-,-,2010
29449be1,14.0,1967,-,-,-,-,-,-,-,-,2010
29545a7a,17.0,1988,-,-,-,-,-,-,-,-,2010
28acb2e2,2.0,1987,-,-,-,-,-,-,-,-,2010
28b90847,9.0,1998,-,-,-,-,-,-,-,-,2010
28c2e425,11.0,1990,-,-,-,-,-,-,-,-,2010
28c894b7,4.0,1961,-,-,-,-,-,-,-,-,2010
29bc8da7,5.0,1984,-,-,-,-,-,-,-,-,2010
29bc9871,14.0,1996,-,-,-,-,-,-,-,-,2010
2954c1f0,2.0,1983,-,-,-,-,-,-,-,-,2010
295fdca6,11.0,1981,-,-,-,-,-,-,-,-,2010
29725683,6.0,1990,-,-,-,-,-,-,-,-,2010
297469e9,14.0,1959,-,-,-,-,-,-,-,-,2010
297b76bf,5.0,1999,-,-,-,-,-,-,-,-,2010
297f0b4c,3.0,1991,-,-,-,-,-,-,-,-,2010
298f43d9,3.0,1985,-,-,-,-,-,-,-,-,2010
299105d4,3.0,1982,-,-,-,-,-,-,-,-,2010
2992f906,4.0,1993,-,-,-,-,-,-,-,-,2010
299bb6c9,16.0,1980,-,-,-,-,-,-,-,-,2010
299d2096,9.0,1959,-,-,-,-,-,-,-,-,2010
299d6356,16.0,1970,-,-,-,-,-,-,-,-,2010
29a0996a,15.0,1988,-,-,-,-,-,-,-,-,2010
28fe15a5,17.0,1991,-,-,-,-,-,-,-,-,2010
d625d2c8,4.0,1959,-,-,-,-,-,-,-,-,2010
d62903c8,11.0,1981,-,-,-,-,-,-,-,-,2010
d62e1955,1.0,1990,-,-,-,-,-,-,-,-,2010
d57c19da,4.0,1987,-,-,-,-,-,-,-,-,2010
d5802620,14.0,1950,-,-,-,-,-,-,-,-,2010
d58163b1,16.0,1982,-,-,-,-,-,-,-,-,2010
d58d3da2,11.0,1981,-,-,-,-,-,-,-,-,2010
d59042b6,2.0,1985,-,-,-,-,-,-,-,-,2010
d5995cf1,14.0,1983,-,-,-,-,-,-,-,-,2010
d59a8ff8,6.0,1969,-,-,-,-,-,-,-,-,2010
d5a813d1,6.0,1956,-,-,-,-,-,-,-,-,2010
d5b9c64e,7.0,1986,-,-,-,-,-,-,-,-,2010
d5bc5a9e,7.0,1995,-,-,-,-,-,-,-,-,2010
29b89e92,12.0,1986,-,-,-,-,-,-,-,-,2010
29b923e6,7.0,1998,-,-,-,-,-,-,-,-,2010
29bbc32b,4.0,1953,-,-,-,-,-,-,-,-,2010
f9b4237b,8.0,1951,-,-,-,-,-,-,-,-,2010
f9b8b8dc,17.0,1961,-,-,-,-,-,-,-,-,2010
f9c10678,17.0,1960,-,-,-,-,-,-,-,-,2010
f9c5500b,16.0,1959,-,-,-,-,-,-,-,-,2010
f9c925cb,17.0,1981,-,-,-,-,-,-,-,-,2010
f9d0f39d,7.0,1970,-,-,-,-,-,-,-,-,2010
29a19353,10.0,1986,-,-,-,-,-,-,-,-,2010
29a3a599,17.0,1984,-,-,-,-,-,-,-,-,2010
29a5d780,1.0,1997,-,-,-,-,-,-,-,-,2010
29a65570,1.0,1952,-,-,-,-,-,-,-,-,2010
29a83afd,7.0,1997,-,-,-,-,-,-,-,-,2010
29af4998,17.0,1995,-,-,-,-,-,-,-,-,2010
29b44a9c,5.0,1981,-,-,-,-,-,-,-,-,2010
d616973c,4.0,1958,-,-,-,-,-,-,-,-,2010
d61e0971,13.0,1958,-,-,-,-,-,-,-,-,2010
d61e6947,2.0,1983,-,-,-,-,-,-,-,-,2010
29c568cf,7.0,1994,-,-,-,-,-,-,-,-,2010
29c5babe,7.0,1952,-,-,-,-,-,-,-,-,2010
29c65914,14.0,1964,-,-,-,-,-,-,-,-,2010
29cae81e,4.0,1991,-,-,-,-,-,-,-,-,2010
29cbcdf5,12.0,1983,-,-,-,-,-,-,-,-,2010
29cce000,10.0,1985,-,-,-,-,-,-,-,-,2010
29cd8078,4.0,1996,-,-,-,-,-,-,-,-,2010
29ce92d0,6.0,1960,-,-,-,-,-,-,-,-,2010
29be10b5,12.0,1994,-,-,-,-,-,-,-,-,2010
29c0eb17,17.0,1989,-,-,-,-,-,-,-,-,2010
29c133c2,14.0,1960,-,-,-,-,-,-,-,-,2010
f97a89cd,8.0,1982,-,-,-,-,-,-,-,-,2010
f984812b,12.0,1981,-,-,-,-,-,-,-,-,2010
f98f3c61,7.0,1967,-,-,-,-,-,-,-,-,2010
f9b23ef7,5.0,1984,-,-,-,-,-,-,-,-,2010
f9b24946,2.0,1954,-,-,-,-,-,-,-,-,2010
29d9216c,11.0,1952,-,-,-,-,-,-,-,-,2010
29df76ae,8.0,1969,-,-,-,-,-,-,-,-,2010
29e4ec7d,15.0,1969,-,-,-,-,-,-,-,-,2010
29eb59af,1.0,1991,-,-,-,-,-,-,-,-,2010
29edd6c0,1.0,1950,-,-,-,-,-,-,-,-,2010
29ee49dc,6.0,1952,-,-,-,-,-,-,-,-,2010
29f72721,14.0,1965,-,-,-,-,-,-,-,-,2010
2a06c8a0,10.0,1985,-,-,-,-,-,-,-,-,2010
2a11265f,4.0,1992,-,-,-,-,-,-,-,-,2010
2a11f75d,8.0,1952,-,-,-,-,-,-,-,-,2010
2a14faee,8.0,1982,-,-,-,-,-,-,-,-,2010
2a1998f4,4.0,1964,-,-,-,-,-,-,-,-,2010
2a1de8b8,6.0,1989,-,-,-,-,-,-,-,-,2010
f9df5596,15.0,1988,-,-,-,-,-,-,-,-,2010
f9dfaeae,8.0,1959,-,-,-,-,-,-,-,-,2010
29c3477e,6.0,1987,-,-,-,-,-,-,-,-,2010
2ab8ac78,3.0,1986,-,-,-,-,-,-,-,-,2010
2a1fee70,1.0,1987,-,-,-,-,-,-,-,-,2010
2a219884,6.0,1991,-,-,-,-,-,-,-,-,2010
2a2c96c3,1.0,1956,-,-,-,-,-,-,-,-,2010
2a2ea13d,2.0,1956,-,-,-,-,-,-,-,-,2010
2a2eb14c,13.0,1952,-,-,-,-,-,-,-,-,2010
2a3fa8d8,16.0,1990,-,-,-,-,-,-,-,-,2010
2a424ee3,11.0,1986,-,-,-,-,-,-,-,-,2010
2a508bfd,3.0,1988,-,-,-,-,-,-,-,-,2010
2a50eae6,10.0,1997,-,-,-,-,-,-,-,-,2010
2a5f20fc,3.0,1980,-,-,-,-,-,-,-,-,2010
2a5f72e9,16.0,1951,-,-,-,-,-,-,-,-,2010
2a605f73,3.0,1950,-,-,-,-,-,-,-,-,2010
2a69ee3b,13.0,1988,-,-,-,-,-,-,-,-,2010
29d1c2a8,17.0,1988,-,-,-,-,-,-,-,-,2010
29d5d2f0,2.0,1991,-,-,-,-,-,-,-,-,2010
d5c78e68,4.0,1965,-,-,-,-,-,-,-,-,2010
d5d3e47d,10.0,1990,-,-,-,-,-,-,-,-,2010
d5e13d0e,1.0,1967,-,-,-,-,-,-,-,-,2010
d52efc84,14.0,1970,-,-,-,-,-,-,-,-,2010
d5302536,10.0,1959,-,-,-,-,-,-,-,-,2010
d536b3d0,3.0,1982,-,-,-,-,-,-,-,-,2010
d53e6825,8.0,1985,-,-,-,-,-,-,-,-,2010
d5448106,9.0,1980,-,-,-,-,-,-,-,-,2010
d54cb642,13.0,1953,-,-,-,-,-,-,-,-,2010
d54d32e9,12.0,1965,-,-,-,-,-,-,-,-,2010
d555c073,15.0,1963,-,-,-,-,-,-,-,-,2010
d55679e1,10.0,1958,-,-,-,-,-,-,-,-,2010
2a9d08ac,8.0,1959,-,-,-,-,-,-,-,-,2010
2a9f1ace,10.0,1964,-,-,-,-,-,-,-,-,2010
2ab17676,2.0,1958,-,-,-,-,-,-,-,-,2010
2ab3a234,11.0,1993,-,-,-,-,-,-,-,-,2010
f94c561d,4.0,1984,-,-,-,-,-,-,-,-,2010
f9511500,12.0,1967,-,-,-,-,-,-,-,-,2010
f956d3eb,3.0,1985,-,-,-,-,-,-,-,-,2010
f95807f7,3.0,1983,-,-,-,-,-,-,-,-,2010
f95844f6,11.0,1993,-,-,-,-,-,-,-,-,2010
f95c9408,17.0,1988,-,-,-,-,-,-,-,-,2010
f965faba,15.0,1986,-,-,-,-,-,-,-,-,2010
2a6b156d,3.0,1987,-,-,-,-,-,-,-,-,2010
2a70655e,10.0,1956,-,-,-,-,-,-,-,-,2010
2a70fe09,15.0,1958,-,-,-,-,-,-,-,-,2010
2a770e42,2.0,1965,-,-,-,-,-,-,-,-,2010
2a7b0ce8,3.0,1967,-,-,-,-,-,-,-,-,2010
2a88c641,16.0,1959,-,-,-,-,-,-,-,-,2010
2a9c9803,4.0,1989,-,-,-,-,-,-,-,-,2010
d5c18667,17.0,1987,-,-,-,-,-,-,-,-,2010
d5c45886,4.0,1994,-,-,-,-,-,-,-,-,2010
f96eb16b,1.0,1981,-,-,-,-,-,-,-,-,2010
2ac2e845,17.0,1995,-,-,-,-,-,-,-,-,2010
2ac30288,1.0,1989,-,-,-,-,-,-,-,-,2010
2ac32e65,11.0,1983,-,-,-,-,-,-,-,-,2010
2ac59a71,12.0,1951,-,-,-,-,-,-,-,-,2010
2ad15597,15.0,1962,-,-,-,-,-,-,-,-,2010
2ad45ee0,17.0,1996,-,-,-,-,-,-,-,-,2010
2ae032f5,2.0,1994,-,-,-,-,-,-,-,-,2010
2ae550e5,7.0,1991,-,-,-,-,-,-,-,-,2010
2aef71bd,6.0,1958,-,-,-,-,-,-,-,-,2010
2af025cf,13.0,1954,-,-,-,-,-,-,-,-,2010
2af0fb3a,5.0,1960,-,-,-,-,-,-,-,-,2010
2ab9139e,7.0,1956,-,-,-,-,-,-,-,-,2010
2ab96d9e,15.0,1993,-,-,-,-,-,-,-,-,2010
2abddeba,8.0,1985,-,-,-,-,-,-,-,-,2010
2ac0b5ec,13.0,1991,-,-,-,-,-,-,-,-,2010
2bb02585,17.0,1956,-,-,-,-,-,-,-,-,2010
2bb1f89b,2.0,1986,-,-,-,-,-,-,-,-,2010
2afb229d,1.0,1991,-,-,-,-,-,-,-,-,2010
2afb2f59,1.0,1964,-,-,-,-,-,-,-,-,2010
2b036df8,10.0,1982,-,-,-,-,-,-,-,-,2010
2b0f1389,11.0,1965,-,-,-,-,-,-,-,-,2010
2b160844,16.0,1990,-,-,-,-,-,-,-,-,2010
2b1e7948,4.0,1997,-,-,-,-,-,-,-,-,2010
2b213ac0,13.0,1989,-,-,-,-,-,-,-,-,2010
2b294fdd,15.0,1986,-,-,-,-,-,-,-,-,2010
2b30409f,3.0,1993,-,-,-,-,-,-,-,-,2010
2b3b9f4e,16.0,1951,-,-,-,-,-,-,-,-,2010
2b495c7a,4.0,1951,-,-,-,-,-,-,-,-,2010
2b4d8ccc,10.0,1987,-,-,-,-,-,-,-,-,2010
f96bd9b5,16.0,1957,-,-,-,-,-,-,-,-,2010
f96d2968,6.0,1954,-,-,-,-,-,-,-,-,2010
d57af3a1,10.0,1991,-,-,-,-,-,-,-,-,2010
d57b986b,8.0,1991,-,-,-,-,-,-,-,-,2010
df08b2be,10.0,1986,-,-,-,-,-,-,-,-,2010
df0b7c57,9.0,1990,-,-,-,-,-,-,-,-,2010
d4eed196,4.0,1960,-,-,-,-,-,-,-,-,2010
d4f5837e,15.0,1999,-,-,-,-,-,-,-,-,2010
d4f958b2,11.0,1957,-,-,-,-,-,-,-,-,2010
d5041017,1.0,1960,-,-,-,-,-,-,-,-,2010
d5079a39,8.0,1991,-,-,-,-,-,-,-,-,2010
d508204e,17.0,1966,-,-,-,-,-,-,-,-,2010
d50e5746,5.0,1989,-,-,-,-,-,-,-,-,2010
d5148d9c,13.0,1986,-,-,-,-,-,-,-,-,2010
2b84d441,15.0,1991,-,-,-,-,-,-,-,-,2010
2b9f594a,9.0,1959,-,-,-,-,-,-,-,-,2010
2ba341ea,1.0,1984,-,-,-,-,-,-,-,-,2010
2bac1685,12.0,1990,-,-,-,-,-,-,-,-,2010
2bd8df5d,7.0,1984,-,-,-,-,-,-,-,-,2010
2bda441f,2.0,1951,-,-,-,-,-,-,-,-,2010
2bdead29,16.0,1956,-,-,-,-,-,-,-,-,2010
2be3346c,14.0,1984,-,-,-,-,-,-,-,-,2010
2be3c1d0,15.0,1956,-,-,-,-,-,-,-,-,2010
2be796c2,12.0,1986,-,-,-,-,-,-,-,-,2010
2b4ed947,5.0,1987,-,-,-,-,-,-,-,-,2010
2b5ada9d,3.0,1960,-,-,-,-,-,-,-,-,2010
2b692ee4,5.0,1994,-,-,-,-,-,-,-,-,2010
2b6931fa,17.0,1965,-,-,-,-,-,-,-,-,2010
2b72addd,11.0,1990,-,-,-,-,-,-,-,-,2010
2b76b8b1,5.0,1961,-,-,-,-,-,-,-,-,2010
2b7ab365,11.0,1988,-,-,-,-,-,-,-,-,2010
2b833510,11.0,1999,-,-,-,-,-,-,-,-,2010
d556a405,11.0,1989,-,-,-,-,-,-,-,-,2010
d560942b,7.0,1959,-,-,-,-,-,-,-,-,2010
2c149326,13.0,1964,-,-,-,-,-,-,-,-,2010
2c2cf991,8.0,1970,-,-,-,-,-,-,-,-,2010
2c2fe6e2,14.0,1964,-,-,-,-,-,-,-,-,2010
2c352e2d,3.0,1987,-,-,-,-,-,-,-,-,2010
2c376271,1.0,1970,-,-,-,-,-,-,-,-,2010
2c37bb43,2.0,1995,-,-,-,-,-,-,-,-,2010
2c3f0826,17.0,1966,-,-,-,-,-,-,-,-,2010
2bc797e4,4.0,1956,-,-,-,-,-,-,-,-,2010
2bc9257b,16.0,1969,-,-,-,-,-,-,-,-,2010
2bca9edf,6.0,1964,-,-,-,-,-,-,-,-,2010
2bcc7f52,17.0,1956,-,-,-,-,-,-,-,-,2010
2bd01e82,13.0,1993,-,-,-,-,-,-,-,-,2010
2bd46f72,9.0,1968,-,-,-,-,-,-,-,-,2010
2bd5185e,14.0,1985,-,-,-,-,-,-,-,-,2010
2bd5788d,8.0,1991,-,-,-,-,-,-,-,-,2010
2bd7b307,14.0,1951,-,-,-,-,-,-,-,-,2010
2c721315,17.0,1953,-,-,-,-,-,-,-,-,2010
2c748d54,8.0,1965,-,-,-,-,-,-,-,-,2010
f907d460,12.0,1992,-,-,-,-,-,-,-,-,2010
f90881de,16.0,1951,-,-,-,-,-,-,-,-,2010
f90a540a,2.0,1957,-,-,-,-,-,-,-,-,2010
f90a9694,3.0,1984,-,-,-,-,-,-,-,-,2010
f90ce6c0,16.0,1985,-,-,-,-,-,-,-,-,2010
f90d07ad,17.0,1954,-,-,-,-,-,-,-,-,2010
f9101a1e,10.0,1996,-,-,-,-,-,-,-,-,2010
f92ba4ce,14.0,1951,-,-,-,-,-,-,-,-,2010
2be7f681,2.0,1985,-,-,-,-,-,-,-,-,2010
2bea4bd3,5.0,1984,-,-,-,-,-,-,-,-,2010
2bf9a8c8,6.0,1962,-,-,-,-,-,-,-,-,2010
2c011b9b,11.0,1964,-,-,-,-,-,-,-,-,2010
2c01b9a5,9.0,1991,-,-,-,-,-,-,-,-,2010
2c042923,17.0,1950,-,-,-,-,-,-,-,-,2010
2c7b1bb8,7.0,1953,-,-,-,-,-,-,-,-,2010
2c80db7c,12.0,1983,-,-,-,-,-,-,-,-,2010
2c891e00,17.0,1970,-,-,-,-,-,-,-,-,2010
2c89c067,7.0,1995,-,-,-,-,-,-,-,-,2010
2c8e5b1c,11.0,1960,-,-,-,-,-,-,-,-,2010
2c91f608,2.0,1950,-,-,-,-,-,-,-,-,2010
2c9431dc,16.0,1980,-,-,-,-,-,-,-,-,2010
2c9d3c32,1.0,1955,-,-,-,-,-,-,-,-,2010
2c9f884c,4.0,1961,-,-,-,-,-,-,-,-,2010
2ca30636,17.0,1993,-,-,-,-,-,-,-,-,2010
2ca3724d,5.0,1952,-,-,-,-,-,-,-,-,2010
2ca7780e,7.0,1953,-,-,-,-,-,-,-,-,2010
2c46e19e,13.0,1980,-,-,-,-,-,-,-,-,2010
2c476c6f,2.0,1992,-,-,-,-,-,-,-,-,2010
2c5e78e9,6.0,1995,-,-,-,-,-,-,-,-,2010
2c6674b3,17.0,1970,-,-,-,-,-,-,-,-,2010
d51fea73,1.0,1993,-,-,-,-,-,-,-,-,2010
d5289e07,9.0,1969,-,-,-,-,-,-,-,-,2010
d528d6fd,14.0,1968,-,-,-,-,-,-,-,-,2010
d4dbec8d,17.0,1985,-,-,-,-,-,-,-,-,2010
d4e4a6fb,5.0,1958,-,-,-,-,-,-,-,-,2010
d4ec627e,15.0,1958,-,-,-,-,-,-,-,-,2010
d4ec6a6d,2.0,1999,-,-,-,-,-,-,-,-,2010
decfccf3,6.0,1959,-,-,-,-,-,-,-,-,2010
ded92602,9.0,1985,-,-,-,-,-,-,-,-,2010
deea74c6,1.0,1953,-,-,-,-,-,-,-,-,2010
deeb10cb,2.0,1961,-,-,-,-,-,-,-,-,2010
2ce4f0cf,11.0,1991,-,-,-,-,-,-,-,-,2010
2ce6cc43,13.0,1952,-,-,-,-,-,-,-,-,2010
2cecb05b,3.0,1950,-,-,-,-,-,-,-,-,2010
f92d2b1e,3.0,1989,-,-,-,-,-,-,-,-,2010
f92f1c58,14.0,1996,-,-,-,-,-,-,-,-,2010
2d284623,13.0,1961,-,-,-,-,-,-,-,-,2010
2d2ea25f,15.0,1993,-,-,-,-,-,-,-,-,2010
2d344d29,14.0,1955,-,-,-,-,-,-,-,-,2010
2d401fd4,16.0,1989,-,-,-,-,-,-,-,-,2010
2ca7d1b1,14.0,1985,-,-,-,-,-,-,-,-,2010
2cac5a6e,6.0,1994,-,-,-,-,-,-,-,-,2010
2cb1c63c,11.0,1995,-,-,-,-,-,-,-,-,2010
2cb78f2d,1.0,1986,-,-,-,-,-,-,-,-,2010
2cb9469b,2.0,1953,-,-,-,-,-,-,-,-,2010
2cbc6077,3.0,1996,-,-,-,-,-,-,-,-,2010
2cd3c095,14.0,1959,-,-,-,-,-,-,-,-,2010
2cd531a2,13.0,1962,-,-,-,-,-,-,-,-,2010
2cdb583c,3.0,1996,-,-,-,-,-,-,-,-,2010
d5149a25,1.0,1961,-,-,-,-,-,-,-,-,2010
d516b5a3,3.0,1957,-,-,-,-,-,-,-,-,2010
d51e01ad,16.0,1968,-,-,-,-,-,-,-,-,2010
2d4a3ca7,1.0,1994,-,-,-,-,-,-,-,-,2010
2d4a6f91,10.0,1987,-,-,-,-,-,-,-,-,2010
2d67ca12,5.0,1988,-,-,-,-,-,-,-,-,2010
2d7690fd,9.0,1961,-,-,-,-,-,-,-,-,2010
2d8878a8,14.0,1989,-,-,-,-,-,-,-,-,2010
2d8d5141,13.0,1963,-,-,-,-,-,-,-,-,2010
2d932475,6.0,1992,-,-,-,-,-,-,-,-,2010
2d98974a,9.0,1966,-,-,-,-,-,-,-,-,2010
2cf390af,16.0,1954,-,-,-,-,-,-,-,-,2010
2cf6878f,2.0,1994,-,-,-,-,-,-,-,-,2010
2cfee8e4,5.0,1957,-,-,-,-,-,-,-,-,2010
2cff7771,9.0,1992,-,-,-,-,-,-,-,-,2010
2d0c40eb,12.0,1989,-,-,-,-,-,-,-,-,2010
2d145991,2.0,1992,-,-,-,-,-,-,-,-,2010
2d222736,10.0,1985,-,-,-,-,-,-,-,-,2010
2d25daf7,12.0,1999,-,-,-,-,-,-,-,-,2010
2d9f28be,2.0,1984,-,-,-,-,-,-,-,-,2010
2da89500,14.0,1958,-,-,-,-,-,-,-,-,2010
