HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,EVENT,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
55435dbf,single parent household,3021edf4,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
55435dbf,single parent household,ad20a108,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
55435dbf,single parent household,972eff55,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
c9c36cce,single person household,28a097ab,single person,1,1,1991-01-01,1992-01-01,1,0,breakup,,--,,--
84cf3aad,single parent household,5e610014,parent in single parent household,1,2,1991-01-01,1992-01-01,1,1,breakup,,--,,--
84cf3aad,single parent household,6c7764d8,child living at home,1,2,1991-01-01,1992-01-01,1,1,breakup,,--,,--
5b428d03,couple without children,870e1532,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,couple_formed,2015.0,01,2010.0,05
5b428d03,couple without children,2707d4e0,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,couple_formed,2015.0,01,2010.0,05
4f087b3d,couple without children,a89314ac,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05
4f087b3d,couple without children,9554b54a,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05
7d97b9f0,couple with children,c2921c9d,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
7d97b9f0,couple with children,8d478736,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
7d97b9f0,couple with children,4d5f864d,child living at home,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
7d97b9f0,couple with children,56b25cd7,child living at home,1,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
8c956c29,couple with children,b58fe046,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05
8c956c29,couple with children,934a8721,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05
8c956c29,couple with children,0d302242,child living at home,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05
a7ec39ff,couple with children,21ecd92b,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
a7ec39ff,couple with children,d5268abb,child living at home,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
a7ec39ff,couple with children,d13d415e,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
be18f8be,single parent household,5d71be0c,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
be18f8be,single parent household,ca9fd164,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
be18f8be,single parent household,f435ebc1,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
100e7e07,couple with children,d9eda59d,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
100e7e07,couple with children,2061558e,child living at home,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
100e7e07,couple with children,678c09b8,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
bdd0d539,single parent household,d487548b,parent in single parent household,1,2,1991-01-01,1992-01-01,1,1,nothing,,--,,--
bdd0d539,single parent household,99cb489e,child living at home,1,2,1991-01-01,1992-01-01,1,1,nothing,,--,,--
7a53a3c6,single parent household,73f902fd,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
7a53a3c6,single parent household,ff6b9882,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
7a53a3c6,single parent household,841030bd,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
7a53a3c6,single parent household,cf188e9e,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
0dc2dd55,single parent household,678a040d,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
0dc2dd55,single parent household,359722c1,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
0dc2dd55,single parent household,f069856a,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
0dc2dd55,single parent household,6fabb65e,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
ddf33ad3,couple with children,c338ceb1,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
ddf33ad3,couple with children,19fb8f76,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
ddf33ad3,couple with children,3f4b9328,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
ddf33ad3,couple with children,6683d80c,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
890f5cfe,single parent household,c8625a2a,parent in single parent household,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
890f5cfe,single parent household,56f21f55,child living at home,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
890f5cfe,single parent household,8e4c24e7,child living at home,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
890f5cfe,single parent household,ce9427ee,child living at home,0,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
7bfd8c0c,couple with children,20196197,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
7bfd8c0c,couple with children,91a48532,child living at home,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
7bfd8c0c,couple with children,46b505a6,child living at home,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
7bfd8c0c,couple with children,d7aa5f87,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
1db0cd85,couple with children,0cb80b58,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
1db0cd85,couple with children,e11d0757,child living at home,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
1db0cd85,couple with children,a065a60e,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
4a40e9d6,couple with children,d1e4b544,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05
4a40e9d6,couple with children,2e034bc2,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05
4a40e9d6,couple with children,442f923d,child living at home,0,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05
ed2b6967,single parent household,245acfda,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
ed2b6967,single parent household,140ccda3,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
ed2b6967,single parent household,710c492f,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
ed2b6967,single parent household,24f5df1e,child living at home,1,4,1991-01-01,1992-01-01,1,3,nothing,,--,,--
eb8f89c0,single parent household,d2e93468,parent in single parent household,0,2,1991-01-01,1992-01-01,1,1,child_born,,--,,--
eb8f89c0,single parent household,1907522b,child living at home,0,2,1991-01-01,1992-01-01,1,1,child_born,,--,,--
ff5ebf96,single parent household,d778175c,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
ff5ebf96,single parent household,ac9dc132,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
ff5ebf96,single parent household,1eb88f50,child living at home,1,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
98c789a8,single parent household,4332d9a0,parent in single parent household,0,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
98c789a8,single parent household,f5925e77,child living at home,0,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
98c789a8,single parent household,ed1382a2,child living at home,0,3,1991-01-01,1992-01-01,1,2,nothing,,--,,--
ea1d5d78,couple with children,ea0c9001,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05
ea1d5d78,couple with children,79de4813,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05
ea1d5d78,couple with children,81a8ea3b,child living at home,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05
ea1d5d78,couple with children,35273ddb,child living at home,1,4,1991-01-01,1992-01-01,2,2,child_born,2015.0,01,2010.0,05
693f7a41,couple without children,ac9bbba4,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05
693f7a41,couple without children,d3229821,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05
6f4cea9d,couple with children,75a3339c,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
6f4cea9d,couple with children,b8d0c87e,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
6f4cea9d,couple with children,0889e4ba,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
6f4cea9d,couple with children,9601a3b6,child living at home,0,4,1991-01-01,1992-01-01,2,2,nothing,2015.0,01,2010.0,05
1b10bc97,couple with children,17f5c34f,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
1b10bc97,couple with children,2c355d86,child living at home,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
1b10bc97,couple with children,6c0cae68,child living at home,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
1b10bc97,couple with children,5f17663d,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,couple_formed,2015.0,01,2010.0,05
8025da67,couple with children,2d457d5f,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05
8025da67,couple with children,242743fd,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05
8025da67,couple with children,2d1ba0a5,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05
8025da67,couple with children,183ef5f3,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05
8025da67,couple with children,e2df154c,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05
8025da67,couple with children,028d61a1,child living at home,1,6,1991-01-01,1992-01-01,2,4,child_born,2015.0,01,2010.0,05
807c705d,single person household,61afa796,single person,0,1,1991-01-01,1992-01-01,1,0,breakup,,--,,--
562da4fb,single parent household,98070944,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,breakup,,--,,--
562da4fb,single parent household,9ddc42d7,child living at home,1,3,1991-01-01,1992-01-01,1,2,breakup,,--,,--
562da4fb,single parent household,17184c4d,child living at home,1,3,1991-01-01,1992-01-01,1,2,breakup,,--,,--
fc09c0ee,couple with children,e9e764db,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05
fc09c0ee,couple with children,2ab990a8,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05
fc09c0ee,couple with children,60a59d38,child living at home,1,3,1991-01-01,1992-01-01,2,1,child_born,2015.0,01,2010.0,05
f848da2c,single person household,dc72956d,single person,0,1,1991-01-01,1992-01-01,1,0,nothing,,--,,--
cbfb6ab4,couple without children,b57a12e3,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05
cbfb6ab4,couple without children,aed2a2ca,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,nothing,2015.0,01,2010.0,05
fc4fdd10,couple with children,a4c87342,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
fc4fdd10,couple with children,683b88f2,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
fc4fdd10,couple with children,057ba9b9,child living at home,1,3,1991-01-01,1992-01-01,2,1,couple_formed,2015.0,01,2010.0,05
84e317f0,couple with children,7419b1d5,partner in couple with children,0,6,1991-01-01,1992-01-01,2,4,couple_formed,2015.0,01,2010.0,05
84e317f0,couple with children,ba137b3d,child living at home,0,6,1991-01-01,1992-01-01,2,4,couple_formed,2015.0,01,2010.0,05
84e317f0,couple with children,6566547b,child living at home,0,6,1991-01-01,1992-01-01,2,4,couple_formed,2015.0,01,2010.0,05
84e317f0,couple with children,83d3fd5c,partner in couple with children,0,6,1991-01-01,1992-01-01,2,4,couple_formed,2015.0,01,2010.0,05
84e317f0,couple with children,c5fcc4f8,child living at home,0,6,1991-01-01,1992-01-01,2,4,couple_formed,2015.0,01,2010.0,05
84e317f0,couple with children,59eef06d,child living at home,0,6,1991-01-01,1992-01-01,2,4,couple_formed,2015.0,01,2010.0,05
a9bbfbdb,couple with children,1db438e4,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05
a9bbfbdb,couple with children,d31bbf1c,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05
a9bbfbdb,couple with children,3fa5a4c1,child living at home,0,3,1991-01-01,1992-01-01,2,1,nothing,2015.0,01,2010.0,05
d51322ef,couple with children,71ed4a86,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d51322ef,couple with children,2ed687a6,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d51322ef,couple with children,62e811bb,child living at home,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d51322ef,couple with children,cc883317,child living at home,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d51322ef,couple with children,b8b85917,child living at home,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
5e5f17bb,couple with children,cc497336,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
5e5f17bb,couple with children,55a4503d,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
5e5f17bb,couple with children,c32be144,child living at home,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
5e5f17bb,couple with children,9c1c5278,child living at home,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
242d35c3,single person household,1206949c,single person,0,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
62fe1928,single parent household,63d409b8,parent in single parent household,1,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
62fe1928,single parent household,d17ac422,child living at home,1,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
62fe1928,single parent household,afb1d667,child living at home,1,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
e94bc627,couple with children,e3e7553d,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
e94bc627,couple with children,254f7859,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
e94bc627,couple with children,66e9ba2b,child living at home,1,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
e94bc627,couple with children,30197924,child living at home,1,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
d24d2d17,couple with children,f99b413e,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d24d2d17,couple with children,caffcfd9,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d24d2d17,couple with children,be0a58d4,child living at home,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d24d2d17,couple with children,b8432ead,child living at home,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
d24d2d17,couple with children,c15e4cb4,child living at home,1,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
36360839,couple with children,4bfb08e0,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
36360839,couple with children,461f62ba,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
36360839,couple with children,649fec27,child living at home,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
367b57f2,single person household,c2d3fb66,single person,1,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
08af5dc9,single person household,36677213,single person,1,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
1226ed24,couple with children,a1e63301,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
1226ed24,couple with children,83848be9,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
1226ed24,couple with children,77b6a3cb,child living at home,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
ddeecec6,couple with children,120a256a,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,couple_formed,2015.0,01,2010.0,05
ddeecec6,couple with children,437acb0e,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,couple_formed,2015.0,01,2010.0,05
ddeecec6,couple with children,a9998b37,child living at home,1,4,1992-01-01,1993-01-01,2,2,couple_formed,2015.0,01,2010.0,05
ddeecec6,couple with children,a58f8773,child living at home,1,4,1992-01-01,1993-01-01,2,2,couple_formed,2015.0,01,2010.0,05
4dfb7df9,single person household,65a2e8d1,single person,0,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
e16d39e3,single parent household,fde16b96,parent in single parent household,0,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
e16d39e3,single parent household,887cd01c,child living at home,0,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
e16d39e3,single parent household,0dd786a4,child living at home,0,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
caea9e80,single person household,af1b4a1b,single person,1,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
fd6a5e52,single parent household,20a30672,parent in single parent household,0,2,1992-01-01,1993-01-01,1,1,breakup,,--,,--
fd6a5e52,single parent household,2ae09b76,child living at home,0,2,1992-01-01,1993-01-01,1,1,breakup,,--,,--
5391eb95,couple with children,8f260525,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
5391eb95,couple with children,88285fb4,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
5391eb95,couple with children,c198ade7,child living at home,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
51de5bb7,couple with children,09f7a651,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
51de5bb7,couple with children,1cefb90b,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
51de5bb7,couple with children,c87c7eb3,child living at home,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
51de5bb7,couple with children,1610981e,child living at home,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
51de5bb7,couple with children,37aba74f,child living at home,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
22a31cbb,single person household,ecc584e2,single person,1,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
a9e34ed8,single parent household,a553b7f9,parent in single parent household,1,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
a9e34ed8,single parent household,916b9948,child living at home,1,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
a9e34ed8,single parent household,6d9cc4bb,child living at home,1,3,1992-01-01,1993-01-01,1,2,breakup,,--,,--
9764e583,couple without children,0b2f1798,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,nothing,2015.0,01,2010.0,05
9764e583,couple without children,b0a21246,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,nothing,2015.0,01,2010.0,05
208bf2ca,couple with children,9c7fae3a,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,couple_formed,2015.0,01,2010.0,05
208bf2ca,couple with children,d35cf72b,child living at home,1,3,1992-01-01,1993-01-01,2,1,couple_formed,2015.0,01,2010.0,05
208bf2ca,couple with children,ec2e126b,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,couple_formed,2015.0,01,2010.0,05
30aed750,single parent household,de5b3581,parent in single parent household,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
30aed750,single parent household,74fdfb73,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
30aed750,single parent household,f39962d5,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
30aed750,single parent household,34c3bf80,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
9cf2a509,couple with children,853fe91f,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
9cf2a509,couple with children,02dae9b3,child living at home,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
9cf2a509,couple with children,ceb688ab,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
9cf2a509,couple with children,6b9bb414,child living at home,0,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
bdab68c0,couple with children,803211ef,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
bdab68c0,couple with children,90d5c62a,partner in couple with children,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
bdab68c0,couple with children,431cea40,child living at home,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
bdab68c0,couple with children,bc90f08b,child living at home,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
bdab68c0,couple with children,9e0c9697,child living at home,0,5,1992-01-01,1993-01-01,2,3,nothing,2015.0,01,2010.0,05
07a30e39,couple with children,17250469,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,couple_formed,2015.0,01,2010.0,05
07a30e39,couple with children,8f30630d,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,couple_formed,2015.0,01,2010.0,05
07a30e39,couple with children,2bbc5d88,child living at home,1,5,1992-01-01,1993-01-01,2,3,couple_formed,2015.0,01,2010.0,05
07a30e39,couple with children,befc15c9,child living at home,1,5,1992-01-01,1993-01-01,2,3,couple_formed,2015.0,01,2010.0,05
07a30e39,couple with children,92ad9e37,child living at home,1,5,1992-01-01,1993-01-01,2,3,couple_formed,2015.0,01,2010.0,05
7d843191,single person household,f685e86d,single person,1,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
8ac37fe0,single parent household,eb1e611e,parent in single parent household,1,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
8ac37fe0,single parent household,1e5842ee,child living at home,1,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
8ac37fe0,single parent household,247fbc76,child living at home,1,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
8ac37fe0,single parent household,61243c95,child living at home,1,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
11161a29,single person household,4f3a8f30,single person,1,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
b3578b16,single person household,38f180e6,single person,0,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
f4ae0934,couple with children,ca5c5e48,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,child_born,2015.0,01,2010.0,05
f4ae0934,couple with children,860ec335,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,child_born,2015.0,01,2010.0,05
f4ae0934,couple with children,219f0ee6,child living at home,1,3,1992-01-01,1993-01-01,2,1,child_born,2015.0,01,2010.0,05
3f74dfbc,single person household,7c903c8b,single person,0,1,1992-01-01,1993-01-01,1,0,breakup,,--,,--
c486e628,single parent household,a97ae209,parent in single parent household,0,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
c486e628,single parent household,93c3b503,child living at home,0,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
c486e628,single parent household,57c99fa1,child living at home,0,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
c486e628,single parent household,37490794,child living at home,0,4,1992-01-01,1993-01-01,1,3,breakup,,--,,--
17217684,single person household,f901aeea,single person,1,1,1992-01-01,1993-01-01,1,0,nothing,,--,,--
4308ee85,couple without children,9b083d70,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,couple_formed,2015.0,01,2010.0,05
4308ee85,couple without children,d5bd699f,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,couple_formed,2015.0,01,2010.0,05
bcd22a38,single parent household,ddd88a26,parent in single parent household,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
bcd22a38,single parent household,62058e8a,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
bcd22a38,single parent household,65fbc6a1,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
bcd22a38,single parent household,bbe7343e,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
fd54ae85,couple without children,edecd5f5,partner in couple without children,0,2,1992-01-01,1993-01-01,2,0,couple_formed,2015.0,01,2010.0,05
fd54ae85,couple without children,7cdf5a71,partner in couple without children,0,2,1992-01-01,1993-01-01,2,0,couple_formed,2015.0,01,2010.0,05
23ef24a3,couple without children,df16a0df,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,nothing,2015.0,01,2010.0,05
23ef24a3,couple without children,c6a4c67e,partner in couple without children,1,2,1992-01-01,1993-01-01,2,0,nothing,2015.0,01,2010.0,05
e4149f12,single parent household,16f92055,parent in single parent household,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
e4149f12,single parent household,2e738989,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
e4149f12,single parent household,11590e61,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
e4149f12,single parent household,f531984b,child living at home,1,4,1992-01-01,1993-01-01,1,3,nothing,,--,,--
bf77c58e,single parent household,7be701c2,parent in single parent household,1,2,1992-01-01,1993-01-01,1,1,child_born,,--,,--
bf77c58e,single parent household,ac8b356f,child living at home,1,2,1992-01-01,1993-01-01,1,1,child_born,,--,,--
7567409a,single parent household,3d190e9d,parent in single parent household,1,2,1992-01-01,1993-01-01,1,1,nothing,,--,,--
7567409a,single parent household,13cf5fcd,child living at home,1,2,1992-01-01,1993-01-01,1,1,nothing,,--,,--
787d8e6d,couple with children,6c41c19b,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
787d8e6d,couple with children,4ab62457,partner in couple with children,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
787d8e6d,couple with children,738e4b52,child living at home,1,3,1992-01-01,1993-01-01,2,1,nothing,2015.0,01,2010.0,05
65b9c242,couple with children,b26b57de,partner in couple with children,1,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
65b9c242,couple with children,dd318db8,child living at home,1,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
65b9c242,couple with children,5f2120dd,child living at home,1,4,1992-01-01,1993-01-01,2,2,nothing,2015.0,01,2010.0,05
