rinpersoon,education_level,GBAGEBOORTEJAAR,OPLNIVSOI2016AGG4HBMETNIRWO,OPLNIVSOI2016AGG4HGMETNIRWO,RICHTdetailISCEDF2013HBmetNIRWO,RICHTdetailISCEDF2013HGmetNIRWO,OPLNIVSOI2021AGG4HBmetNIRWO,OPLNIVSOI2021AGG4HGmetNIRWO,RICHTSOI2021SCEDF2013HBNIRWO,RICHTSOI2021SCEDF2013HGNIRWO,year
7a2866a1,15.0,1968,-,-,-,-,-,-,-,-,2010
7a28f23c,15.0,1991,-,-,-,-,-,-,-,-,2010
7a2b85a1,13.0,1964,-,-,-,-,-,-,-,-,2010
7a2ba675,10.0,1991,-,-,-,-,-,-,-,-,2010
7a2d1f29,14.0,1964,-,-,-,-,-,-,-,-,2010
7a30fd44,15.0,1961,-,-,-,-,-,-,-,-,2010
7a338355,4.0,1963,-,-,-,-,-,-,-,-,2010
7b04687d,5.0,1980,-,-,-,-,-,-,-,-,2010
7a34b698,13.0,1963,-,-,-,-,-,-,-,-,2010
7a390b7e,12.0,1966,-,-,-,-,-,-,-,-,2010
7a52316d,6.0,1962,-,-,-,-,-,-,-,-,2010
7a5d312e,2.0,1968,-,-,-,-,-,-,-,-,2010
7a60fb4f,13.0,1987,-,-,-,-,-,-,-,-,2010
7a660cf3,14.0,1984,-,-,-,-,-,-,-,-,2010
7a6788a0,14.0,1965,-,-,-,-,-,-,-,-,2010
7a67e650,3.0,1954,-,-,-,-,-,-,-,-,2010
7a6f969a,4.0,1950,-,-,-,-,-,-,-,-,2010
7a700d87,17.0,1968,-,-,-,-,-,-,-,-,2010
7a7016ad,9.0,1987,-,-,-,-,-,-,-,-,2010
7a7342ea,12.0,1953,-,-,-,-,-,-,-,-,2010
7a356131,16.0,1990,-,-,-,-,-,-,-,-,2010
7bdc5eab,15.0,1954,-,-,-,-,-,-,-,-,2010
7b07087c,7.0,1957,-,-,-,-,-,-,-,-,2010
7b11a0f4,7.0,1997,-,-,-,-,-,-,-,-,2010
7b7dd689,3.0,1967,-,-,-,-,-,-,-,-,2010
7b814dfd,5.0,1951,-,-,-,-,-,-,-,-,2010
7b856930,14.0,1953,-,-,-,-,-,-,-,-,2010
7b92c369,15.0,1960,-,-,-,-,-,-,-,-,2010
7b97aaeb,4.0,1987,-,-,-,-,-,-,-,-,2010
7b98852c,4.0,1994,-,-,-,-,-,-,-,-,2010
7b988b2b,7.0,1988,-,-,-,-,-,-,-,-,2010
7b990287,2.0,1983,-,-,-,-,-,-,-,-,2010
7b9c5651,12.0,1969,-,-,-,-,-,-,-,-,2010
7b9d1385,17.0,1951,-,-,-,-,-,-,-,-,2010
7b9e6bd4,10.0,1961,-,-,-,-,-,-,-,-,2010
7ba413d5,12.0,1953,-,-,-,-,-,-,-,-,2010
7bb0d381,17.0,1970,-,-,-,-,-,-,-,-,2010
7bb7f7c8,11.0,1994,-,-,-,-,-,-,-,-,2010
7bbbb243,7.0,1970,-,-,-,-,-,-,-,-,2010
7bbc35c0,13.0,1986,-,-,-,-,-,-,-,-,2010
7bc01e92,10.0,1960,-,-,-,-,-,-,-,-,2010
7bc12e22,13.0,1955,-,-,-,-,-,-,-,-,2010
7bcbd964,10.0,1991,-,-,-,-,-,-,-,-,2010
7bd1dc2e,5.0,1980,-,-,-,-,-,-,-,-,2010
7bd3a85c,4.0,1954,-,-,-,-,-,-,-,-,2010
7bd512f5,16.0,1962,-,-,-,-,-,-,-,-,2010
7bd58fd5,5.0,1954,-,-,-,-,-,-,-,-,2010
7b71b36d,3.0,1997,-,-,-,-,-,-,-,-,2010
7b702df3,4.0,1955,-,-,-,-,-,-,-,-,2010
7b6afade,6.0,1985,-,-,-,-,-,-,-,-,2010
7b60abb0,1.0,1988,-,-,-,-,-,-,-,-,2010
7b123abc,9.0,1954,-,-,-,-,-,-,-,-,2010
7b16bc88,1.0,1962,-,-,-,-,-,-,-,-,2010
7b1d39bc,15.0,1983,-,-,-,-,-,-,-,-,2010
7b201af3,15.0,1992,-,-,-,-,-,-,-,-,2010
7b22a5c7,12.0,1970,-,-,-,-,-,-,-,-,2010
7b2429b3,15.0,1990,-,-,-,-,-,-,-,-,2010
7b2779c1,11.0,1995,-,-,-,-,-,-,-,-,2010
7b2c779e,8.0,1981,-,-,-,-,-,-,-,-,2010
7b2d6e51,7.0,1986,-,-,-,-,-,-,-,-,2010
7b2e5766,12.0,1957,-,-,-,-,-,-,-,-,2010
7b340a7d,15.0,1989,-,-,-,-,-,-,-,-,2010
7b0ca270,10.0,1988,-,-,-,-,-,-,-,-,2010
7b34774e,14.0,1950,-,-,-,-,-,-,-,-,2010
7b3cb40d,8.0,1951,-,-,-,-,-,-,-,-,2010
7b3cd9bb,16.0,1966,-,-,-,-,-,-,-,-,2010
7b3e5af3,11.0,1984,-,-,-,-,-,-,-,-,2010
7b43b7d8,1.0,1980,-,-,-,-,-,-,-,-,2010
7b44c0c6,15.0,1967,-,-,-,-,-,-,-,-,2010
7b486363,16.0,1957,-,-,-,-,-,-,-,-,2010
7b4bd059,17.0,1952,-,-,-,-,-,-,-,-,2010
7b514a31,17.0,1980,-,-,-,-,-,-,-,-,2010
7b53b5df,9.0,1987,-,-,-,-,-,-,-,-,2010
7b57c381,2.0,1968,-,-,-,-,-,-,-,-,2010
7b5bd544,1.0,1957,-,-,-,-,-,-,-,-,2010
7b37417a,15.0,1950,-,-,-,-,-,-,-,-,2010
7e4d0807,4.0,1964,-,-,-,-,-,-,-,-,2010
75a1af04,1.0,1956,-,-,-,-,-,-,-,-,2010
758ffdde,1.0,1955,-,-,-,-,-,-,-,-,2010
6f0e6b36,4.0,1966,-,-,-,-,-,-,-,-,2010
6f13b866,1.0,1980,-,-,-,-,-,-,-,-,2010
6f182c38,11.0,1985,-,-,-,-,-,-,-,-,2010
6f1e7a5c,14.0,1966,-,-,-,-,-,-,-,-,2010
6f29f9fd,11.0,1995,-,-,-,-,-,-,-,-,2010
6f2bbfc3,5.0,1969,-,-,-,-,-,-,-,-,2010
6f2d4022,7.0,1958,-,-,-,-,-,-,-,-,2010
6f2ffe1a,5.0,1962,-,-,-,-,-,-,-,-,2010
6f39175f,10.0,1986,-,-,-,-,-,-,-,-,2010
6f3b5137,17.0,1962,-,-,-,-,-,-,-,-,2010
6f459918,12.0,1988,-,-,-,-,-,-,-,-,2010
6f462780,6.0,1960,-,-,-,-,-,-,-,-,2010
6f463f76,13.0,1965,-,-,-,-,-,-,-,-,2010
6f46c9d8,11.0,1968,-,-,-,-,-,-,-,-,2010
6f51807c,17.0,1994,-,-,-,-,-,-,-,-,2010
6f591cf7,12.0,1983,-,-,-,-,-,-,-,-,2010
6f59c520,8.0,1956,-,-,-,-,-,-,-,-,2010
6f650d50,14.0,1988,-,-,-,-,-,-,-,-,2010
6f6f00a6,16.0,1954,-,-,-,-,-,-,-,-,2010
6f732594,2.0,1964,-,-,-,-,-,-,-,-,2010
6f828829,13.0,1969,-,-,-,-,-,-,-,-,2010
6f848a94,3.0,1989,-,-,-,-,-,-,-,-,2010
6f885634,12.0,1994,-,-,-,-,-,-,-,-,2010
6f0c7789,15.0,1964,-,-,-,-,-,-,-,-,2010
6f947eb6,5.0,1980,-,-,-,-,-,-,-,-,2010
6f0c0fda,6.0,1980,-,-,-,-,-,-,-,-,2010
6f07a95a,12.0,1962,-,-,-,-,-,-,-,-,2010
6e83b5c6,14.0,1985,-,-,-,-,-,-,-,-,2010
6e881d01,12.0,1970,-,-,-,-,-,-,-,-,2010
6e983b06,6.0,1982,-,-,-,-,-,-,-,-,2010
6e98d503,8.0,1966,-,-,-,-,-,-,-,-,2010
6e9ae732,5.0,1980,-,-,-,-,-,-,-,-,2010
6e9d6c3b,8.0,1987,-,-,-,-,-,-,-,-,2010
6ea89211,9.0,1980,-,-,-,-,-,-,-,-,2010
6eac8e48,8.0,1970,-,-,-,-,-,-,-,-,2010
6eaeb860,9.0,1993,-,-,-,-,-,-,-,-,2010
6eafa44d,16.0,1968,-,-,-,-,-,-,-,-,2010
6eb43e85,12.0,1987,-,-,-,-,-,-,-,-,2010
6ec124ed,9.0,1988,-,-,-,-,-,-,-,-,2010
6ec997a8,8.0,1990,-,-,-,-,-,-,-,-,2010
6ecabe08,1.0,1950,-,-,-,-,-,-,-,-,2010
6ecd9c2d,10.0,1968,-,-,-,-,-,-,-,-,2010
6ed2489c,3.0,1956,-,-,-,-,-,-,-,-,2010
6ed6fbbd,8.0,1957,-,-,-,-,-,-,-,-,2010
6ee09cc4,15.0,1999,-,-,-,-,-,-,-,-,2010
6ee5d1ab,8.0,1984,-,-,-,-,-,-,-,-,2010
6ee6cff5,16.0,1984,-,-,-,-,-,-,-,-,2010
6eea763a,17.0,1989,-,-,-,-,-,-,-,-,2010
6ef6bb33,14.0,1968,-,-,-,-,-,-,-,-,2010
6f05708d,3.0,1962,-,-,-,-,-,-,-,-,2010
6f0a5166,14.0,1970,-,-,-,-,-,-,-,-,2010
6f947f74,4.0,1983,-,-,-,-,-,-,-,-,2010
6f9776d4,8.0,1952,-,-,-,-,-,-,-,-,2010
6f9a1e20,14.0,1983,-,-,-,-,-,-,-,-,2010
706c85fa,2.0,1991,-,-,-,-,-,-,-,-,2010
707025cb,6.0,1969,-,-,-,-,-,-,-,-,2010
707acb68,1.0,1960,-,-,-,-,-,-,-,-,2010
707ae382,14.0,1953,-,-,-,-,-,-,-,-,2010
707c1661,4.0,1982,-,-,-,-,-,-,-,-,2010
707cdd02,16.0,1955,-,-,-,-,-,-,-,-,2010
708ff6d2,13.0,1997,-,-,-,-,-,-,-,-,2010
709518bc,15.0,1989,-,-,-,-,-,-,-,-,2010
70967b3f,6.0,1990,-,-,-,-,-,-,-,-,2010
7096e9f8,11.0,1955,-,-,-,-,-,-,-,-,2010
7097f764,1.0,1991,-,-,-,-,-,-,-,-,2010
709865f8,17.0,1954,-,-,-,-,-,-,-,-,2010
70a0d446,5.0,1952,-,-,-,-,-,-,-,-,2010
70a256f7,8.0,1984,-,-,-,-,-,-,-,-,2010
70a52adf,3.0,1991,-,-,-,-,-,-,-,-,2010
70a66e11,1.0,1998,-,-,-,-,-,-,-,-,2010
70a78670,10.0,1959,-,-,-,-,-,-,-,-,2010
70c2f14d,3.0,1951,-,-,-,-,-,-,-,-,2010
70c702b5,10.0,1968,-,-,-,-,-,-,-,-,2010
70cc9180,17.0,1988,-,-,-,-,-,-,-,-,2010
70d0cf57,4.0,1992,-,-,-,-,-,-,-,-,2010
70d6989d,15.0,1986,-,-,-,-,-,-,-,-,2010
70ea87b0,7.0,1984,-,-,-,-,-,-,-,-,2010
705e4eb7,1.0,1990,-,-,-,-,-,-,-,-,2010
705cb30b,17.0,1994,-,-,-,-,-,-,-,-,2010
7054b8ea,13.0,1951,-,-,-,-,-,-,-,-,2010
7041c677,11.0,1999,-,-,-,-,-,-,-,-,2010
6fa2859a,16.0,1985,-,-,-,-,-,-,-,-,2010
6fad4f81,9.0,1966,-,-,-,-,-,-,-,-,2010
6fb5293f,3.0,1996,-,-,-,-,-,-,-,-,2010
6fb76841,1.0,1955,-,-,-,-,-,-,-,-,2010
6fbb4676,7.0,1987,-,-,-,-,-,-,-,-,2010
6fd46889,1.0,1980,-,-,-,-,-,-,-,-,2010
6fd7a20b,16.0,1987,-,-,-,-,-,-,-,-,2010
6fd7f6c0,17.0,1950,-,-,-,-,-,-,-,-,2010
6fe9f3dc,7.0,1998,-,-,-,-,-,-,-,-,2010
6fef2dfb,2.0,1957,-,-,-,-,-,-,-,-,2010
6ffb58a9,17.0,1996,-,-,-,-,-,-,-,-,2010
6e8386d1,12.0,1951,-,-,-,-,-,-,-,-,2010
6ffcabc5,15.0,1997,-,-,-,-,-,-,-,-,2010
700d18af,6.0,1960,-,-,-,-,-,-,-,-,2010
700e6d69,14.0,1982,-,-,-,-,-,-,-,-,2010
7012f9ec,4.0,1952,-,-,-,-,-,-,-,-,2010
70151238,17.0,1999,-,-,-,-,-,-,-,-,2010
701ec6fc,3.0,1985,-,-,-,-,-,-,-,-,2010
7027286b,17.0,1999,-,-,-,-,-,-,-,-,2010
7029e388,6.0,1950,-,-,-,-,-,-,-,-,2010
702f3cd4,9.0,1959,-,-,-,-,-,-,-,-,2010
70312db5,12.0,1986,-,-,-,-,-,-,-,-,2010
703584dd,8.0,1958,-,-,-,-,-,-,-,-,2010
7037db2c,13.0,1989,-,-,-,-,-,-,-,-,2010
70090938,13.0,1993,-,-,-,-,-,-,-,-,2010
6e805791,11.0,1991,-,-,-,-,-,-,-,-,2010
6e7b7a6e,11.0,1970,-,-,-,-,-,-,-,-,2010
6e79326a,11.0,1986,-,-,-,-,-,-,-,-,2010
6c888a25,14.0,1985,-,-,-,-,-,-,-,-,2010
6c92333d,4.0,1984,-,-,-,-,-,-,-,-,2010
6c99ce52,8.0,1963,-,-,-,-,-,-,-,-,2010
6c9a1fc8,7.0,1989,-,-,-,-,-,-,-,-,2010
6c9ae0ae,8.0,1968,-,-,-,-,-,-,-,-,2010
6ca4ed8c,3.0,1964,-,-,-,-,-,-,-,-,2010
6ca701bf,12.0,1954,-,-,-,-,-,-,-,-,2010
6ca947f1,5.0,1963,-,-,-,-,-,-,-,-,2010
6cb4da2c,7.0,1982,-,-,-,-,-,-,-,-,2010
6cbc799e,11.0,1981,-,-,-,-,-,-,-,-,2010
6cbe138d,10.0,1950,-,-,-,-,-,-,-,-,2010
6cc52bbb,1.0,1963,-,-,-,-,-,-,-,-,2010
6cc9ad5e,8.0,1983,-,-,-,-,-,-,-,-,2010
6cce2b76,5.0,1966,-,-,-,-,-,-,-,-,2010
6ccf223c,15.0,1959,-,-,-,-,-,-,-,-,2010
6ccfd6a2,1.0,1953,-,-,-,-,-,-,-,-,2010
6ccfdf62,13.0,1987,-,-,-,-,-,-,-,-,2010
6cd3d677,6.0,1995,-,-,-,-,-,-,-,-,2010
6cd7ee2f,13.0,1994,-,-,-,-,-,-,-,-,2010
6cdb8785,1.0,1982,-,-,-,-,-,-,-,-,2010
6ce1041a,2.0,1953,-,-,-,-,-,-,-,-,2010
6cf7d311,14.0,1983,-,-,-,-,-,-,-,-,2010
6d04695c,11.0,1980,-,-,-,-,-,-,-,-,2010
6c880a2d,5.0,1952,-,-,-,-,-,-,-,-,2010
6c848091,14.0,1962,-,-,-,-,-,-,-,-,2010
6c82e110,4.0,1983,-,-,-,-,-,-,-,-,2010
6c747895,15.0,1985,-,-,-,-,-,-,-,-,2010
6bd234a3,9.0,1954,-,-,-,-,-,-,-,-,2010
6bd722c9,5.0,1965,-,-,-,-,-,-,-,-,2010
6bde0226,12.0,1963,-,-,-,-,-,-,-,-,2010
6bf3278d,3.0,1986,-,-,-,-,-,-,-,-,2010
6bf5da70,4.0,1964,-,-,-,-,-,-,-,-,2010
6bf6d4fe,2.0,1984,-,-,-,-,-,-,-,-,2010
6bfff39c,12.0,1963,-,-,-,-,-,-,-,-,2010
6c048ad4,7.0,1986,-,-,-,-,-,-,-,-,2010
6c048d6e,2.0,1985,-,-,-,-,-,-,-,-,2010
6c0b026d,8.0,1957,-,-,-,-,-,-,-,-,2010
6c105bed,8.0,1968,-,-,-,-,-,-,-,-,2010
6d0ef0fc,16.0,1958,-,-,-,-,-,-,-,-,2010
6c162e4e,10.0,1952,-,-,-,-,-,-,-,-,2010
6c2e8865,8.0,1961,-,-,-,-,-,-,-,-,2010
6c3429e7,13.0,1982,-,-,-,-,-,-,-,-,2010
6c3d5deb,1.0,1984,-,-,-,-,-,-,-,-,2010
6c5464a9,5.0,1967,-,-,-,-,-,-,-,-,2010
6c64bb92,11.0,1997,-,-,-,-,-,-,-,-,2010
6c6b8fb4,5.0,1955,-,-,-,-,-,-,-,-,2010
6c6fec79,16.0,1986,-,-,-,-,-,-,-,-,2010
6c719f19,14.0,1994,-,-,-,-,-,-,-,-,2010
6c71c821,8.0,1982,-,-,-,-,-,-,-,-,2010
6c71d689,15.0,1997,-,-,-,-,-,-,-,-,2010
6c724d64,11.0,1997,-,-,-,-,-,-,-,-,2010
6c16ca9f,12.0,1984,-,-,-,-,-,-,-,-,2010
70f16f17,10.0,1984,-,-,-,-,-,-,-,-,2010
6d11e218,4.0,1957,-,-,-,-,-,-,-,-,2010
6d21b8fe,4.0,1953,-,-,-,-,-,-,-,-,2010
6de2aaa6,5.0,1952,-,-,-,-,-,-,-,-,2010
6de2d0af,13.0,1988,-,-,-,-,-,-,-,-,2010
6de9df88,15.0,1995,-,-,-,-,-,-,-,-,2010
6deb04d3,1.0,1961,-,-,-,-,-,-,-,-,2010
6df7251e,4.0,1999,-,-,-,-,-,-,-,-,2010
6df92fce,6.0,1951,-,-,-,-,-,-,-,-,2010
6e0bbed5,5.0,1988,-,-,-,-,-,-,-,-,2010
6e0c3123,15.0,1995,-,-,-,-,-,-,-,-,2010
6e15eb37,5.0,1953,-,-,-,-,-,-,-,-,2010
6e324931,3.0,1984,-,-,-,-,-,-,-,-,2010
6e389b4e,11.0,1997,-,-,-,-,-,-,-,-,2010
6e3ef8a3,17.0,1988,-,-,-,-,-,-,-,-,2010
6e41e3c4,15.0,1956,-,-,-,-,-,-,-,-,2010
6e45ca81,16.0,1964,-,-,-,-,-,-,-,-,2010
6e49db47,6.0,1991,-,-,-,-,-,-,-,-,2010
6e4f9fa9,10.0,1993,-,-,-,-,-,-,-,-,2010
6e501c32,9.0,1956,-,-,-,-,-,-,-,-,2010
6e502114,15.0,1956,-,-,-,-,-,-,-,-,2010
6e587639,17.0,1953,-,-,-,-,-,-,-,-,2010
6e6216c0,12.0,1959,-,-,-,-,-,-,-,-,2010
6e65e98e,14.0,1969,-,-,-,-,-,-,-,-,2010
6e6663b1,17.0,1991,-,-,-,-,-,-,-,-,2010
6e791ac5,8.0,1969,-,-,-,-,-,-,-,-,2010
6ddf5283,5.0,1997,-,-,-,-,-,-,-,-,2010
6dda41b8,7.0,1995,-,-,-,-,-,-,-,-,2010
6dd6c524,9.0,1987,-,-,-,-,-,-,-,-,2010
6dd0b1b5,16.0,1963,-,-,-,-,-,-,-,-,2010
6d2f90ed,7.0,1993,-,-,-,-,-,-,-,-,2010
6d3df56e,4.0,1989,-,-,-,-,-,-,-,-,2010
6d43ae46,8.0,1953,-,-,-,-,-,-,-,-,2010
6d4ab67d,8.0,1964,-,-,-,-,-,-,-,-,2010
6d504c49,1.0,1957,-,-,-,-,-,-,-,-,2010
6d565096,4.0,1952,-,-,-,-,-,-,-,-,2010
6d60f1d0,7.0,1996,-,-,-,-,-,-,-,-,2010
6d6e147a,13.0,1991,-,-,-,-,-,-,-,-,2010
6d6f5be3,2.0,1993,-,-,-,-,-,-,-,-,2010
6d7a0d9f,15.0,1985,-,-,-,-,-,-,-,-,2010
6d7d7927,15.0,1970,-,-,-,-,-,-,-,-,2010
6d1ab7d5,4.0,1970,-,-,-,-,-,-,-,-,2010
6d7e65a7,14.0,1955,-,-,-,-,-,-,-,-,2010
6d9770d2,13.0,1984,-,-,-,-,-,-,-,-,2010
6d9e413d,5.0,1956,-,-,-,-,-,-,-,-,2010
6daa7155,7.0,1969,-,-,-,-,-,-,-,-,2010
6dab4db4,1.0,1995,-,-,-,-,-,-,-,-,2010
6db3a986,15.0,1991,-,-,-,-,-,-,-,-,2010
6db46580,2.0,1990,-,-,-,-,-,-,-,-,2010
6dc131a2,2.0,1954,-,-,-,-,-,-,-,-,2010
6dc4795c,9.0,1999,-,-,-,-,-,-,-,-,2010
6dc710c1,16.0,1985,-,-,-,-,-,-,-,-,2010
6dcafd9c,15.0,1999,-,-,-,-,-,-,-,-,2010
6dce396e,7.0,1969,-,-,-,-,-,-,-,-,2010
6d930906,10.0,1957,-,-,-,-,-,-,-,-,2010
70f40381,16.0,1969,-,-,-,-,-,-,-,-,2010
70f5fc47,4.0,1961,-,-,-,-,-,-,-,-,2010
70f7d63b,1.0,1951,-,-,-,-,-,-,-,-,2010
73b6ff16,15.0,1958,-,-,-,-,-,-,-,-,2010
73bc2aec,16.0,1998,-,-,-,-,-,-,-,-,2010
73bf0a77,5.0,1988,-,-,-,-,-,-,-,-,2010
73c9ef06,11.0,1969,-,-,-,-,-,-,-,-,2010
73cefc66,5.0,1960,-,-,-,-,-,-,-,-,2010
73d10d45,10.0,1993,-,-,-,-,-,-,-,-,2010
73d20455,7.0,1951,-,-,-,-,-,-,-,-,2010
73d5db0f,17.0,1952,-,-,-,-,-,-,-,-,2010
73e1e736,7.0,1962,-,-,-,-,-,-,-,-,2010
73e663b1,2.0,1967,-,-,-,-,-,-,-,-,2010
73e915cf,13.0,1955,-,-,-,-,-,-,-,-,2010
73ec8024,3.0,1991,-,-,-,-,-,-,-,-,2010
73eedf14,10.0,1989,-,-,-,-,-,-,-,-,2010
73f94e50,7.0,1968,-,-,-,-,-,-,-,-,2010
73ff82be,5.0,1966,-,-,-,-,-,-,-,-,2010
73ffd100,5.0,1953,-,-,-,-,-,-,-,-,2010
7419b861,17.0,1991,-,-,-,-,-,-,-,-,2010
741f096f,6.0,1963,-,-,-,-,-,-,-,-,2010
7427e23d,2.0,1963,-,-,-,-,-,-,-,-,2010
742d2ebc,10.0,1991,-,-,-,-,-,-,-,-,2010
743a454b,9.0,1984,-,-,-,-,-,-,-,-,2010
74436677,16.0,1980,-,-,-,-,-,-,-,-,2010
74580dc3,17.0,1951,-,-,-,-,-,-,-,-,2010
73b0e8b9,2.0,1966,-,-,-,-,-,-,-,-,2010
73aa97d5,4.0,1995,-,-,-,-,-,-,-,-,2010
73a691ad,3.0,1955,-,-,-,-,-,-,-,-,2010
73a41448,5.0,1995,-,-,-,-,-,-,-,-,2010
732adbb5,4.0,1991,-,-,-,-,-,-,-,-,2010
732ae226,4.0,1969,-,-,-,-,-,-,-,-,2010
732d7b3d,17.0,1961,-,-,-,-,-,-,-,-,2010
733c838b,1.0,1991,-,-,-,-,-,-,-,-,2010
73403d72,1.0,1957,-,-,-,-,-,-,-,-,2010
73470629,14.0,1966,-,-,-,-,-,-,-,-,2010
73488d1d,11.0,1951,-,-,-,-,-,-,-,-,2010
734f475f,3.0,1990,-,-,-,-,-,-,-,-,2010
735c281a,6.0,1967,-,-,-,-,-,-,-,-,2010
735ca41a,11.0,1969,-,-,-,-,-,-,-,-,2010
73658068,8.0,1986,-,-,-,-,-,-,-,-,2010
74595b56,15.0,1954,-,-,-,-,-,-,-,-,2010
73759a50,12.0,1956,-,-,-,-,-,-,-,-,2010
737f700f,3.0,1967,-,-,-,-,-,-,-,-,2010
7382c5e3,1.0,1956,-,-,-,-,-,-,-,-,2010
7388ff1f,12.0,1962,-,-,-,-,-,-,-,-,2010
738a86b6,5.0,1950,-,-,-,-,-,-,-,-,2010
738ed85c,13.0,1989,-,-,-,-,-,-,-,-,2010
739753a1,8.0,1990,-,-,-,-,-,-,-,-,2010
739813a6,5.0,1985,-,-,-,-,-,-,-,-,2010
739acf91,16.0,1961,-,-,-,-,-,-,-,-,2010
739b4ea6,17.0,1990,-,-,-,-,-,-,-,-,2010
739c42f1,11.0,1992,-,-,-,-,-,-,-,-,2010
739ce9d0,9.0,1968,-,-,-,-,-,-,-,-,2010
737e66d7,17.0,1968,-,-,-,-,-,-,-,-,2010
73295372,12.0,1959,-,-,-,-,-,-,-,-,2010
745af263,13.0,1981,-,-,-,-,-,-,-,-,2010
7465f227,9.0,1987,-,-,-,-,-,-,-,-,2010
75408d1f,14.0,1963,-,-,-,-,-,-,-,-,2010
75417136,12.0,1980,-,-,-,-,-,-,-,-,2010
7541ab50,6.0,1956,-,-,-,-,-,-,-,-,2010
7548124b,6.0,1966,-,-,-,-,-,-,-,-,2010
75489f47,1.0,1991,-,-,-,-,-,-,-,-,2010
754b0a2c,9.0,1983,-,-,-,-,-,-,-,-,2010
754b32f1,15.0,1956,-,-,-,-,-,-,-,-,2010
7551a2e7,15.0,1954,-,-,-,-,-,-,-,-,2010
755352e6,9.0,1993,-,-,-,-,-,-,-,-,2010
7553b983,12.0,1952,-,-,-,-,-,-,-,-,2010
755818ae,12.0,1981,-,-,-,-,-,-,-,-,2010
755a5a35,2.0,1960,-,-,-,-,-,-,-,-,2010
7562eb9b,2.0,1993,-,-,-,-,-,-,-,-,2010
75643eea,5.0,1987,-,-,-,-,-,-,-,-,2010
756d2467,13.0,1957,-,-,-,-,-,-,-,-,2010
756d71f2,14.0,1960,-,-,-,-,-,-,-,-,2010
756d959a,14.0,1957,-,-,-,-,-,-,-,-,2010
756e072c,2.0,1984,-,-,-,-,-,-,-,-,2010
7576ea46,16.0,1985,-,-,-,-,-,-,-,-,2010
7577de1e,7.0,1999,-,-,-,-,-,-,-,-,2010
757b562e,7.0,1954,-,-,-,-,-,-,-,-,2010
757d565f,3.0,1953,-,-,-,-,-,-,-,-,2010
758f4f90,16.0,1957,-,-,-,-,-,-,-,-,2010
75390589,1.0,1957,-,-,-,-,-,-,-,-,2010
7537a5fa,9.0,1982,-,-,-,-,-,-,-,-,2010
7536e67e,3.0,1983,-,-,-,-,-,-,-,-,2010
75328326,16.0,1982,-,-,-,-,-,-,-,-,2010
746eb6a5,3.0,1961,-,-,-,-,-,-,-,-,2010
7470982d,10.0,1993,-,-,-,-,-,-,-,-,2010
74713c04,5.0,1968,-,-,-,-,-,-,-,-,2010
7475caf1,2.0,1986,-,-,-,-,-,-,-,-,2010
747b6ceb,7.0,1963,-,-,-,-,-,-,-,-,2010
74816b81,10.0,1960,-,-,-,-,-,-,-,-,2010
749662f6,9.0,1985,-,-,-,-,-,-,-,-,2010
7498fb49,16.0,1989,-,-,-,-,-,-,-,-,2010
749b5ecf,2.0,1958,-,-,-,-,-,-,-,-,2010
74afd328,3.0,1993,-,-,-,-,-,-,-,-,2010
74bba477,15.0,1953,-,-,-,-,-,-,-,-,2010
74656a0a,17.0,1960,-,-,-,-,-,-,-,-,2010
74c5a36e,8.0,1984,-,-,-,-,-,-,-,-,2010
74cbce0c,15.0,1980,-,-,-,-,-,-,-,-,2010
74e53993,9.0,1981,-,-,-,-,-,-,-,-,2010
74e9ac7c,6.0,1997,-,-,-,-,-,-,-,-,2010
74f162f5,5.0,1988,-,-,-,-,-,-,-,-,2010
74f686db,16.0,1982,-,-,-,-,-,-,-,-,2010
74fd142e,13.0,1992,-,-,-,-,-,-,-,-,2010
7503f0a9,9.0,1996,-,-,-,-,-,-,-,-,2010
7508f48f,15.0,1967,-,-,-,-,-,-,-,-,2010
750cd8c3,5.0,1958,-,-,-,-,-,-,-,-,2010
751ec719,5.0,1998,-,-,-,-,-,-,-,-,2010
752240d8,6.0,1993,-,-,-,-,-,-,-,-,2010
74c5bd7f,7.0,1983,-,-,-,-,-,-,-,-,2010
759267cf,14.0,1991,-,-,-,-,-,-,-,-,2010
731fd143,12.0,1967,-,-,-,-,-,-,-,-,2010
731d37e9,15.0,1956,-,-,-,-,-,-,-,-,2010
7191d0f3,2.0,1962,-,-,-,-,-,-,-,-,2010
719e8241,17.0,1955,-,-,-,-,-,-,-,-,2010
71a05d76,11.0,1980,-,-,-,-,-,-,-,-,2010
71a35cdf,12.0,1964,-,-,-,-,-,-,-,-,2010
71a75db0,3.0,1999,-,-,-,-,-,-,-,-,2010
71ad947c,16.0,1960,-,-,-,-,-,-,-,-,2010
71af92bd,4.0,1956,-,-,-,-,-,-,-,-,2010
71b67a82,16.0,1963,-,-,-,-,-,-,-,-,2010
71ba03d1,11.0,1990,-,-,-,-,-,-,-,-,2010
71baca06,13.0,1967,-,-,-,-,-,-,-,-,2010
71ca32ac,5.0,1956,-,-,-,-,-,-,-,-,2010
71cacd49,3.0,1983,-,-,-,-,-,-,-,-,2010
71cdf0cd,15.0,1998,-,-,-,-,-,-,-,-,2010
71d36ba0,2.0,1963,-,-,-,-,-,-,-,-,2010
71d57005,3.0,1983,-,-,-,-,-,-,-,-,2010
