,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH,hierarchy,ID_list_rinpersoon
348,2da09ba8,single parent household,1d4d2171,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,2da09ba8_1991-01-01,"['04944dda', '1d4d2171', '1a55e142', '03c6605f']"
349,2da09ba8,single parent household,1a55e142,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,2da09ba8_1991-01-01,"['04944dda', '1d4d2171', '1a55e142', '03c6605f']"
350,2da09ba8,single parent household,03c6605f,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,2da09ba8_1991-01-01,"['04944dda', '1d4d2171', '1a55e142', '03c6605f']"
351,eebe68ff,single person household,67254760,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,eebe68ff_1991-01-01,['67254760']
352,4dfb7df9,single person household,f47b6fce,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,4dfb7df9_1991-01-01,['f47b6fce']
353,5b428d03,single parent household,7b44a300,parent in single parent household,0,4,1991-01-01,1992-01-01,1,3,,--,,--,5b428d03_1991-01-01,"['7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
354,5b428d03,single parent household,6cce39de,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--,5b428d03_1991-01-01,"['7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
355,5b428d03,single parent household,d9b62737,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--,5b428d03_1991-01-01,"['7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
356,5b428d03,single parent household,ed2760e4,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--,5b428d03_1991-01-01,"['7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
357,80bf8a50,couple with children,a514d4f3,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,80bf8a50_1991-01-01,"['a514d4f3', '0fab8cd4', '1ee23966']"
358,80bf8a50,couple with children,0fab8cd4,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,80bf8a50_1991-01-01,"['a514d4f3', '0fab8cd4', '1ee23966']"
359,80bf8a50,couple with children,1ee23966,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,80bf8a50_1991-01-01,"['a514d4f3', '0fab8cd4', '1ee23966']"
360,e50eb526,couple with children,2e4a5aa7,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,e50eb526_1991-01-01,"['2e4a5aa7', '072ccdc5', '81a8ea3b']"
361,e50eb526,couple with children,072ccdc5,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,e50eb526_1991-01-01,"['2e4a5aa7', '072ccdc5', '81a8ea3b']"
362,e50eb526,couple with children,81a8ea3b,child living at home,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,e50eb526_1991-01-01,"['2e4a5aa7', '072ccdc5', '81a8ea3b']"
363,a6356b00,couple without children,677fc918,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,a6356b00_1991-01-01,"['677fc918', 'd5eae13d']"
364,a6356b00,couple without children,d5eae13d,partner in couple without children,1,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,a6356b00_1991-01-01,"['677fc918', 'd5eae13d']"
365,189a8f87,couple with children,2ba7c873,partner in couple with children,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,189a8f87_1991-01-01,"['2ba7c873', '203f72e6', '563983b6', 'ba1c5bc0', 'f7117412']"
366,189a8f87,couple with children,203f72e6,partner in couple with children,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,189a8f87_1991-01-01,"['2ba7c873', '203f72e6', '563983b6', 'ba1c5bc0', 'f7117412']"
367,189a8f87,couple with children,563983b6,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,189a8f87_1991-01-01,"['2ba7c873', '203f72e6', '563983b6', 'ba1c5bc0', 'f7117412']"
368,189a8f87,couple with children,ba1c5bc0,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,189a8f87_1991-01-01,"['2ba7c873', '203f72e6', '563983b6', 'ba1c5bc0', 'f7117412']"
369,189a8f87,couple with children,f7117412,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,189a8f87_1991-01-01,"['2ba7c873', '203f72e6', '563983b6', 'ba1c5bc0', 'f7117412']"
370,a579f418,couple without children,9474d614,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,a579f418_1991-01-01,"['9474d614', '8cd4678b']"
371,a579f418,couple without children,8cd4678b,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,a579f418_1991-01-01,"['9474d614', '8cd4678b']"
372,55435dbf,couple with children,504039d3,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,55435dbf_1991-01-01,"['504039d3', '1c0cf745', 'ac9bbba4']"
373,55435dbf,couple with children,1c0cf745,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,55435dbf_1991-01-01,"['504039d3', '1c0cf745', 'ac9bbba4']"
374,55435dbf,couple with children,ac9bbba4,child living at home,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,55435dbf_1991-01-01,"['504039d3', '1c0cf745', 'ac9bbba4']"
375,84cf3aad,couple with children,c287df82,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,84cf3aad_1991-01-01,"['c287df82', '3ecfc7de', 'f0a19adc', '9ce02f22']"
376,84cf3aad,couple with children,3ecfc7de,partner in couple with children,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,84cf3aad_1991-01-01,"['c287df82', '3ecfc7de', 'f0a19adc', '9ce02f22']"
377,84cf3aad,couple with children,f0a19adc,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,84cf3aad_1991-01-01,"['c287df82', '3ecfc7de', 'f0a19adc', '9ce02f22']"
378,84cf3aad,couple with children,9ce02f22,child living at home,0,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,84cf3aad_1991-01-01,"['c287df82', '3ecfc7de', 'f0a19adc', '9ce02f22']"
379,0e1d9545,couple with children,73714a86,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,0e1d9545_1991-01-01,"['73714a86', '0f66bec7', '870e1532']"
380,0e1d9545,couple with children,0f66bec7,partner in couple with children,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,0e1d9545_1991-01-01,"['73714a86', '0f66bec7', '870e1532']"
381,0e1d9545,couple with children,870e1532,child living at home,1,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,0e1d9545_1991-01-01,"['73714a86', '0f66bec7', '870e1532']"
382,caea9e80,single person household,c85b38d8,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,caea9e80_1991-01-01,['c85b38d8']
383,a7ec39ff,single person household,9c292f29,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,a7ec39ff_1991-01-01,['9c292f29']
384,4f087b3d,couple with children,c70f17db,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1991-01-01,"['c70f17db', '201b0565', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821']"
385,4f087b3d,couple with children,201b0565,partner in couple with children,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1991-01-01,"['c70f17db', '201b0565', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821']"
386,4f087b3d,couple with children,94c7184b,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1991-01-01,"['c70f17db', '201b0565', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821']"
387,4f087b3d,couple with children,2ecb427e,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1991-01-01,"['c70f17db', '201b0565', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821']"
388,4f087b3d,couple with children,b45bb496,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1991-01-01,"['c70f17db', '201b0565', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821']"
389,4f087b3d,couple with children,d3229821,child living at home,1,6,1991-01-01,1992-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1991-01-01,"['c70f17db', '201b0565', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821']"
390,7d97b9f0,couple with children,cd698d09,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,7d97b9f0_1991-01-01,"['cd698d09', 'fbbcb456', '75a3339c']"
391,7d97b9f0,couple with children,fbbcb456,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,7d97b9f0_1991-01-01,"['cd698d09', 'fbbcb456', '75a3339c']"
392,7d97b9f0,couple with children,75a3339c,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,7d97b9f0_1991-01-01,"['cd698d09', 'fbbcb456', '75a3339c']"
393,8c956c29,couple without children,7ea2119e,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,8c956c29_1991-01-01,"['7ea2119e', '52ba2d04']"
394,8c956c29,couple without children,52ba2d04,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,8c956c29_1991-01-01,"['7ea2119e', '52ba2d04']"
395,22a31cbb,single person household,e3ee2e3d,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,22a31cbb_1991-01-01,['e3ee2e3d']
396,be18f8be,single person household,b31cdcdb,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,be18f8be_1991-01-01,['b31cdcdb']
397,100e7e07,single parent household,761df28c,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,,--,,--,100e7e07_1991-01-01,"['761df28c', '0e30c262', '87262451']"
398,100e7e07,single parent household,0e30c262,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--,100e7e07_1991-01-01,"['761df28c', '0e30c262', '87262451']"
399,100e7e07,single parent household,87262451,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--,100e7e07_1991-01-01,"['761df28c', '0e30c262', '87262451']"
400,759c0a93,couple without children,741b384b,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,759c0a93_1991-01-01,"['741b384b', '2f0335cb']"
401,759c0a93,couple without children,2f0335cb,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,759c0a93_1991-01-01,"['741b384b', '2f0335cb']"
402,062e49e9,couple with children,a5d88020,partner in couple with children,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,062e49e9_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48', '3021edf4']"
403,062e49e9,couple with children,4551f63c,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,062e49e9_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48', '3021edf4']"
404,062e49e9,couple with children,1a42e2e9,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,062e49e9_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48', '3021edf4']"
405,062e49e9,couple with children,f5126b48,child living at home,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,062e49e9_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48', '3021edf4']"
406,062e49e9,couple with children,3021edf4,partner in couple with children,0,5,1991-01-01,1992-01-01,2,3,2015.0,01,2010.0,05,062e49e9_1991-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48', '3021edf4']"
407,7a53a3c6,single person household,ad20a108,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,7a53a3c6_1991-01-01,['ad20a108']
408,0dc2dd55,couple without children,972eff55,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,0dc2dd55_1991-01-01,"['972eff55', '5e610014']"
409,0dc2dd55,couple without children,5e610014,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,0dc2dd55_1991-01-01,"['972eff55', '5e610014']"
410,ddf33ad3,single person household,28a097ab,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,ddf33ad3_1991-01-01,['28a097ab']
411,7bfd8c0c,single parent household,6c7764d8,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,,--,,--,7bfd8c0c_1991-01-01,"['6c7764d8', '2707d4e0', '21ecd92b']"
412,7bfd8c0c,single parent household,2707d4e0,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--,7bfd8c0c_1991-01-01,"['6c7764d8', '2707d4e0', '21ecd92b']"
413,7bfd8c0c,single parent household,21ecd92b,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--,7bfd8c0c_1991-01-01,"['6c7764d8', '2707d4e0', '21ecd92b']"
414,81dc7733,couple with children,a89314ac,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,81dc7733_1991-01-01,"['a89314ac', '9554b54a', 'b8d0c87e']"
415,81dc7733,couple with children,9554b54a,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,81dc7733_1991-01-01,"['a89314ac', '9554b54a', 'b8d0c87e']"
416,81dc7733,couple with children,b8d0c87e,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,81dc7733_1991-01-01,"['a89314ac', '9554b54a', 'b8d0c87e']"
417,7d843191,single person household,8d478736,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,7d843191_1991-01-01,['8d478736']
418,1db0cd85,single parent household,c2921c9d,parent in single parent household,0,2,1991-01-01,1992-01-01,1,1,,--,,--,1db0cd85_1991-01-01,"['c2921c9d', '4d5f864d']"
419,1db0cd85,single parent household,4d5f864d,child living at home,0,2,1991-01-01,1992-01-01,1,1,,--,,--,1db0cd85_1991-01-01,"['c2921c9d', '4d5f864d']"
420,890f5cfe,couple without children,d5268abb,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,890f5cfe_1991-01-01,"['d5268abb', '56b25cd7']"
421,890f5cfe,couple without children,56b25cd7,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,890f5cfe_1991-01-01,"['d5268abb', '56b25cd7']"
422,11161a29,single person household,934a8721,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,11161a29_1991-01-01,['934a8721']
423,4a40e9d6,single person household,b58fe046,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,4a40e9d6_1991-01-01,['b58fe046']
424,3f74dfbc,single person household,d13d415e,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,3f74dfbc_1991-01-01,['d13d415e']
425,ed2b6967,single parent household,0d302242,parent in single parent household,0,3,1991-01-01,1992-01-01,1,2,,--,,--,ed2b6967_1991-01-01,"['0d302242', '5d71be0c', 'ca9fd164']"
426,ed2b6967,single parent household,5d71be0c,child living at home,0,3,1991-01-01,1992-01-01,1,2,,--,,--,ed2b6967_1991-01-01,"['0d302242', '5d71be0c', 'ca9fd164']"
427,ed2b6967,single parent household,ca9fd164,child living at home,0,3,1991-01-01,1992-01-01,1,2,,--,,--,ed2b6967_1991-01-01,"['0d302242', '5d71be0c', 'ca9fd164']"
428,98494c83,single person household,d487548b,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,98494c83_1991-01-01,['d487548b']
429,ff5ebf96,single parent household,678c09b8,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,,--,,--,ff5ebf96_1991-01-01,"['678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
430,ff5ebf96,single parent household,99cb489e,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,ff5ebf96_1991-01-01,"['678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
431,ff5ebf96,single parent household,73f902fd,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,ff5ebf96_1991-01-01,"['678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
432,ff5ebf96,single parent household,ff6b9882,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,ff5ebf96_1991-01-01,"['678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
433,1b10bc97,single person household,841030bd,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,1b10bc97_1991-01-01,['841030bd']
434,98c789a8,single person household,cf188e9e,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,98c789a8_1991-01-01,['cf188e9e']
435,eb8f89c0,couple with children,f435ebc1,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1991-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '678a040d']"
436,eb8f89c0,couple with children,d9eda59d,child living at home,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1991-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '678a040d']"
437,eb8f89c0,couple with children,2061558e,child living at home,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1991-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '678a040d']"
438,eb8f89c0,couple with children,678a040d,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1991-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '678a040d']"
439,0b8168f8,single person household,f069856a,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,0b8168f8_1991-01-01,['f069856a']
440,693f7a41,single person household,359722c1,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,693f7a41_1991-01-01,['359722c1']
441,6f4cea9d,single parent household,6fabb65e,parent in single parent household,0,3,1991-01-01,1992-01-01,1,2,,--,,--,6f4cea9d_1991-01-01,"['6fabb65e', 'c338ceb1', '19fb8f76']"
442,6f4cea9d,single parent household,c338ceb1,child living at home,0,3,1991-01-01,1992-01-01,1,2,,--,,--,6f4cea9d_1991-01-01,"['6fabb65e', 'c338ceb1', '19fb8f76']"
443,6f4cea9d,single parent household,19fb8f76,child living at home,0,3,1991-01-01,1992-01-01,1,2,,--,,--,6f4cea9d_1991-01-01,"['6fabb65e', 'c338ceb1', '19fb8f76']"
444,cb8a8b0d,couple with children,3f4b9328,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,cb8a8b0d_1991-01-01,"['3f4b9328', '6683d80c', '20196197']"
445,cb8a8b0d,couple with children,6683d80c,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,cb8a8b0d_1991-01-01,"['3f4b9328', '6683d80c', '20196197']"
446,cb8a8b0d,couple with children,20196197,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,cb8a8b0d_1991-01-01,"['3f4b9328', '6683d80c', '20196197']"
447,258ab2fe,single person household,46b505a6,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,258ab2fe_1991-01-01,['46b505a6']
448,fc4fdd10,single person household,91a48532,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,fc4fdd10_1991-01-01,['91a48532']
449,8025da67,single parent household,c8625a2a,parent in single parent household,1,3,1991-01-01,1992-01-01,1,2,,--,,--,8025da67_1991-01-01,"['c8625a2a', '56f21f55', '8e4c24e7']"
450,8025da67,single parent household,56f21f55,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--,8025da67_1991-01-01,"['c8625a2a', '56f21f55', '8e4c24e7']"
451,8025da67,single parent household,8e4c24e7,child living at home,1,3,1991-01-01,1992-01-01,1,2,,--,,--,8025da67_1991-01-01,"['c8625a2a', '56f21f55', '8e4c24e7']"
452,562da4fb,couple with children,ce9427ee,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1991-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
453,562da4fb,couple with children,d7aa5f87,partner in couple with children,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1991-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
454,562da4fb,couple with children,0cb80b58,child living at home,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1991-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
455,562da4fb,couple with children,e11d0757,child living at home,1,4,1991-01-01,1992-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1991-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
456,b0a436f7,single person household,d1e4b544,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,b0a436f7_1991-01-01,['d1e4b544']
457,fc09c0ee,single parent household,a065a60e,parent in single parent household,1,2,1991-01-01,1992-01-01,1,1,,--,,--,fc09c0ee_1991-01-01,"['a065a60e', '2e034bc2']"
458,fc09c0ee,single parent household,2e034bc2,child living at home,1,2,1991-01-01,1992-01-01,1,1,,--,,--,fc09c0ee_1991-01-01,"['a065a60e', '2e034bc2']"
459,f848da2c,single parent household,245acfda,parent in single parent household,1,4,1991-01-01,1992-01-01,1,3,,--,,--,f848da2c_1991-01-01,"['245acfda', '140ccda3', '710c492f', '24f5df1e']"
460,f848da2c,single parent household,140ccda3,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,f848da2c_1991-01-01,"['245acfda', '140ccda3', '710c492f', '24f5df1e']"
461,f848da2c,single parent household,710c492f,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,f848da2c_1991-01-01,"['245acfda', '140ccda3', '710c492f', '24f5df1e']"
462,f848da2c,single parent household,24f5df1e,child living at home,1,4,1991-01-01,1992-01-01,1,3,,--,,--,f848da2c_1991-01-01,"['245acfda', '140ccda3', '710c492f', '24f5df1e']"
463,cbfb6ab4,single parent household,d2e93468,parent in single parent household,0,4,1991-01-01,1992-01-01,1,3,,--,,--,cbfb6ab4_1991-01-01,"['d2e93468', 'd778175c', 'ac9dc132', '1eb88f50']"
464,cbfb6ab4,single parent household,d778175c,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--,cbfb6ab4_1991-01-01,"['d2e93468', 'd778175c', 'ac9dc132', '1eb88f50']"
465,cbfb6ab4,single parent household,ac9dc132,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--,cbfb6ab4_1991-01-01,"['d2e93468', 'd778175c', 'ac9dc132', '1eb88f50']"
466,cbfb6ab4,single parent household,1eb88f50,child living at home,0,4,1991-01-01,1992-01-01,1,3,,--,,--,cbfb6ab4_1991-01-01,"['d2e93468', 'd778175c', 'ac9dc132', '1eb88f50']"
467,49c7f330,single person household,6c0cae68,single person,0,1,1991-01-01,1992-01-01,1,0,,--,,--,49c7f330_1991-01-01,['6c0cae68']
468,84e317f0,single person household,2c355d86,single person,1,1,1991-01-01,1992-01-01,1,0,,--,,--,84e317f0_1991-01-01,['2c355d86']
469,8221a77b,couple with children,4332d9a0,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,8221a77b_1991-01-01,"['4332d9a0', 'f5925e77', '0889e4ba']"
470,8221a77b,couple with children,f5925e77,partner in couple with children,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,8221a77b_1991-01-01,"['4332d9a0', 'f5925e77', '0889e4ba']"
471,8221a77b,couple with children,0889e4ba,child living at home,0,3,1991-01-01,1992-01-01,2,1,2015.0,01,2010.0,05,8221a77b_1991-01-01,"['4332d9a0', 'f5925e77', '0889e4ba']"
472,2161b400,couple without children,17f5c34f,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,2161b400_1991-01-01,"['17f5c34f', 'ed1382a2']"
473,2161b400,couple without children,ed1382a2,partner in couple without children,0,2,1991-01-01,1992-01-01,2,0,2015.0,01,2010.0,05,2161b400_1991-01-01,"['17f5c34f', 'ed1382a2']"
474,5784b6c3,single person household,2ed687a6,single person,1,1,1992-01-01,1993-01-01,1,0,,--,,--,5784b6c3_1992-01-01,['2ed687a6']
475,d51322ef,single person household,71ed4a86,single person,0,1,1992-01-01,1993-01-01,1,0,,--,,--,d51322ef_1992-01-01,['71ed4a86']
476,5e5f17bb,single parent household,cc883317,parent in single parent household,0,2,1992-01-01,1993-01-01,1,1,,--,,--,5e5f17bb_1992-01-01,"['cc883317', 'b8b85917']"
477,5e5f17bb,single parent household,b8b85917,child living at home,0,2,1992-01-01,1993-01-01,1,1,,--,,--,5e5f17bb_1992-01-01,"['cc883317', 'b8b85917']"
478,3a7629b9,couple with children,cc497336,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05,3a7629b9_1992-01-01,"['cc497336', '63d409b8', '55a4503d', 'c32be144']"
479,3a7629b9,couple with children,63d409b8,partner in couple with children,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05,3a7629b9_1992-01-01,"['cc497336', '63d409b8', '55a4503d', 'c32be144']"
480,3a7629b9,couple with children,55a4503d,child living at home,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05,3a7629b9_1992-01-01,"['cc497336', '63d409b8', '55a4503d', 'c32be144']"
481,3a7629b9,couple with children,c32be144,child living at home,0,4,1992-01-01,1993-01-01,2,2,2015.0,01,2010.0,05,3a7629b9_1992-01-01,"['cc497336', '63d409b8', '55a4503d', 'c32be144']"
482,e94bc627,couple with children,9c1c5278,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05,e94bc627_1992-01-01,"['9c1c5278', '1206949c', 'd17ac422', 'afb1d667', 'e3e7553d']"
483,e94bc627,couple with children,1206949c,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05,e94bc627_1992-01-01,"['9c1c5278', '1206949c', 'd17ac422', 'afb1d667', 'e3e7553d']"
484,e94bc627,couple with children,d17ac422,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05,e94bc627_1992-01-01,"['9c1c5278', '1206949c', 'd17ac422', 'afb1d667', 'e3e7553d']"
485,e94bc627,couple with children,afb1d667,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05,e94bc627_1992-01-01,"['9c1c5278', '1206949c', 'd17ac422', 'afb1d667', 'e3e7553d']"
486,e94bc627,couple with children,e3e7553d,child living at home,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05,e94bc627_1992-01-01,"['9c1c5278', '1206949c', 'd17ac422', 'afb1d667', 'e3e7553d']"
487,d24d2d17,couple with children,254f7859,partner in couple with children,1,5,1992-01-01,1993-01-01,2,3,2015.0,01,2010.0,05,d24d2d17_1992-01-01,"['254f7859', '66e9ba2b', '30197924', 'f99b413e', 'caffcfd9']"
