rinpersoon,year,num_employed_months,num_firms_worked_at,average_salary_while_employed
0dae3825,2017,5,4,6420.6
0dae3825,2018,4,4,3981.5
0dae3825,2019,5,5,8186.0
0dae3825,2020,5,5,3927.4
0dae6877,2010,4,4,6790.25
0dae6877,2011,3,3,6060.0
0dae6877,2012,3,3,5058.0
0dae6877,2013,5,5,5258.2
0dae6877,2014,3,3,3804.6666666666665
0dae6877,2015,4,4,6398.75
0dae6877,2016,5,5,3574.4
0dae6877,2017,2,2,5630.5
0dae6877,2018,5,5,2631.2
0dae6877,2019,5,5,5810.4
0dae6877,2020,5,5,6855.6
0db0990f,2010,1,1,1752.0
0db0990f,2011,5,5,5860.2
0db0990f,2012,4,4,5961.75
0db0990f,2013,4,4,5520.25
0db0990f,2014,4,4,5424.5
0db0990f,2015,4,4,4095.25
0db0990f,2016,3,3,5918.666666666667
0db0990f,2017,5,5,4862.0
0db0990f,2018,3,3,6583.0
0db0990f,2019,5,5,4985.4
0db0990f,2020,3,3,5733.0
0dc1204f,2010,4,4,5192.5
0dc1204f,2011,5,5,5345.4
0dc1204f,2012,5,5,4396.0
0dc1204f,2013,5,5,5104.2
0dc1204f,2014,5,5,5187.4
0dc1204f,2015,4,4,6507.25
0dc1204f,2016,2,2,5505.0
0dc1204f,2017,4,4,5132.0
0dc1204f,2018,5,5,4690.6
0dc1204f,2019,4,4,6097.5
0dc1204f,2020,5,5,4656.6
0dc3cd35,2010,5,5,3896.6
0dc3cd35,2011,5,5,4133.0
0dc3cd35,2012,3,3,5677.666666666667
0dc3cd35,2013,5,5,6125.0
0dc3cd35,2014,3,3,5668.666666666667
0dc3cd35,2015,4,4,7210.25
0dc3cd35,2016,5,5,4468.2
0dc3cd35,2017,3,3,4662.0
0dc3cd35,2018,4,4,3629.75
0dc3cd35,2019,4,4,4028.5
0dc3cd35,2020,1,1,7065.0
0dc98429,2010,4,4,5830.75
0dc98429,2011,4,4,5941.0
0dc98429,2012,5,5,6578.4
0dc98429,2013,5,5,3326.0
0dc98429,2014,5,5,7327.2
0dc98429,2015,3,3,6243.333333333333
0dc98429,2016,4,4,4114.0
0dc98429,2017,3,3,4996.333333333333
0dc98429,2018,3,3,7230.333333333333
0dc98429,2019,4,4,6921.0
0dc98429,2020,5,5,5099.8
0dcb2e7f,2010,4,4,4623.0
0dcb2e7f,2011,5,4,4456.6
0dcb2e7f,2012,3,3,6598.0
0dcb2e7f,2013,5,5,7048.8
0dcb2e7f,2014,4,4,4035.5
0dcb2e7f,2015,4,4,6962.0
0dcb2e7f,2016,4,4,5732.0
0dcb2e7f,2017,4,4,6081.75
0dcb2e7f,2018,5,5,5030.8
0dcb2e7f,2019,4,4,4532.75
0dcb2e7f,2020,4,4,7139.5
0dcbe2be,2010,3,3,1848.3333333333333
0dcbe2be,2011,5,5,6120.8
0dcbe2be,2012,4,4,5418.0
0dcbe2be,2013,4,4,5625.75
0dcbe2be,2014,5,5,5767.0
0dcbe2be,2015,2,2,4017.0
0dcbe2be,2016,4,4,4739.25
0dcbe2be,2017,5,5,4415.8
0dcbe2be,2018,4,4,4485.0
0dcbe2be,2019,4,4,6399.0
0dcbe2be,2020,3,3,2619.6666666666665
0dd74643,2010,1,1,4580.0
0dd74643,2011,5,4,5269.6
0dd74643,2012,4,3,4397.0
0dd74643,2013,5,4,7396.6
0dd74643,2014,4,4,5400.5
0dd74643,2015,4,4,6486.0
0dd74643,2016,5,5,6035.0
0dd74643,2017,4,4,5510.5
0dd74643,2018,4,4,7272.25
0dd74643,2019,3,3,3795.6666666666665
0dd74643,2020,5,5,5611.4
0de761fe,2010,3,3,6685.0
0de761fe,2011,3,3,4788.666666666667
0de761fe,2012,4,4,5805.75
0de761fe,2013,4,4,6159.5
0de761fe,2014,5,5,4674.6
0de761fe,2015,3,3,5000.666666666667
0de761fe,2016,5,5,5320.6
0de761fe,2017,5,5,5785.8
0de761fe,2018,4,4,4697.0
0de761fe,2019,4,4,7076.75
0de761fe,2020,3,3,4984.0
0de8d355,2010,3,3,6746.666666666667
0de8d355,2011,5,5,6530.8
0de8d355,2012,3,3,4136.0
0de8d355,2013,4,4,5618.0
0de8d355,2014,4,4,4730.25
0de8d355,2015,1,1,5201.0
0de8d355,2016,5,5,8527.4
0de8d355,2017,4,4,4671.75
0de8d355,2018,5,5,3594.8
0de8d355,2019,4,4,4973.5
0de8d355,2020,5,5,4433.4
0ded7753,2010,4,4,5408.0
0ded7753,2011,5,5,3764.2
0ded7753,2012,4,4,5426.75
0ded7753,2013,5,5,5087.4
0ded7753,2014,5,5,5380.0
0ded7753,2015,5,5,7669.8
0ded7753,2016,3,3,8146.333333333333
0ded7753,2017,5,5,4549.4
0ded7753,2018,3,3,7214.333333333333
0ded7753,2019,4,4,4583.0
0ded7753,2020,4,3,4537.25
0df78341,2010,5,5,4991.6
0df78341,2011,5,5,4955.0
0df78341,2012,5,5,6400.8
0df78341,2013,3,3,3515.6666666666665
0df78341,2014,5,4,5016.0
0df78341,2015,5,4,4908.0
0df78341,2016,5,4,5162.0
0df78341,2017,5,4,6549.2
0df78341,2018,5,4,4134.6
0df78341,2019,4,3,5421.5
0df78341,2020,5,4,5514.8
0df8d0bd,2010,4,4,5501.5
0df8d0bd,2011,4,4,6499.25
0df8d0bd,2012,5,5,5787.2
0df8d0bd,2013,4,4,4606.5
0df8d0bd,2014,3,3,2571.333333333333
0df8d0bd,2015,4,4,4024.75
0df8d0bd,2016,5,5,8129.0
0df8d0bd,2017,4,4,6853.25
0df8d0bd,2018,2,2,4272.0
0df8d0bd,2019,5,5,6000.2
0df8d0bd,2020,4,4,8770.0
0df9bf38,2010,5,4,6214.8
0df9bf38,2011,5,4,6495.6
0df9bf38,2012,4,3,6072.5
0df9bf38,2013,5,4,5231.8
0df9bf38,2014,2,2,8121.0
0df9bf38,2015,4,4,4188.0
0df9bf38,2016,5,4,3621.4
0df9bf38,2017,4,3,4201.0
0df9bf38,2018,5,4,4640.8
0df9bf38,2019,5,4,6691.6
0df9bf38,2020,4,3,5981.25
0e01e6f1,2010,3,3,6525.666666666667
0e01e6f1,2011,4,4,3756.5
0e01e6f1,2012,4,4,2883.75
0e01e6f1,2013,4,4,5181.5
0e01e6f1,2014,3,3,4989.333333333333
0e01e6f1,2015,5,5,5743.2
0e01e6f1,2016,5,5,6005.6
0e01e6f1,2017,4,4,4225.75
0e01e6f1,2018,3,3,6812.666666666667
0e01e6f1,2019,5,5,3308.4
0e01e6f1,2020,4,4,5753.75
0e17f0d1,2010,3,3,3870.3333333333335
0e17f0d1,2011,5,4,6894.2
0e17f0d1,2012,5,4,7468.2
0e17f0d1,2013,4,4,5770.75
0e17f0d1,2014,5,5,5418.2
0e17f0d1,2015,4,4,4446.25
0e17f0d1,2016,5,5,5217.8
0e17f0d1,2017,4,4,2998.75
0e17f0d1,2018,4,4,4445.25
0e17f0d1,2019,5,5,6375.2
0e17f0d1,2020,3,3,5284.0
0e18fd23,2010,4,3,5631.25
0e18fd23,2011,4,3,6356.75
0e18fd23,2012,5,4,5819.2
0e18fd23,2013,4,3,6435.0
0e18fd23,2014,4,3,3230.75
0e18fd23,2015,5,4,7091.2
0e18fd23,2016,4,3,6031.5
0e18fd23,2017,3,3,5276.666666666667
0e18fd23,2018,4,4,5852.75
0e18fd23,2019,5,5,3867.0
0e18fd23,2020,3,3,8740.666666666666
0e28710a,2010,4,4,5032.75
0e28710a,2011,3,3,2473.333333333333
0e28710a,2012,5,5,4954.4
0e28710a,2013,4,4,3992.0
0e28710a,2014,3,2,4987.666666666667
0e28710a,2015,5,4,4532.0
0e28710a,2016,4,4,6197.75
0e28710a,2017,5,5,5308.0
0e28710a,2018,5,5,6294.6
0e28710a,2019,4,4,7222.5
0e28710a,2020,3,3,2621.333333333333
0e2ebd10,2010,4,4,3725.75
0e2ebd10,2011,4,4,5839.75
0e2ebd10,2012,4,4,4477.0
0e2ebd10,2013,5,5,5785.0
0e2ebd10,2014,5,5,5752.0
0e2ebd10,2015,4,4,5674.0
0e2ebd10,2016,5,5,4934.8
0e2ebd10,2017,4,4,6738.5
0e2ebd10,2018,5,5,2986.6
0e2ebd10,2019,4,4,7170.5
0e2ebd10,2020,2,1,4344.5
0e392975,2010,4,4,4826.75
0e392975,2011,3,3,4653.666666666667
0e392975,2012,5,5,4068.2
0e392975,2013,4,4,4860.0
0e392975,2014,4,4,7536.5
0e392975,2015,3,3,3716.3333333333335
0e392975,2016,4,4,6361.5
0e392975,2017,4,4,5163.0
0e392975,2018,3,3,6099.0
0e392975,2019,4,4,6090.25
0e392975,2020,4,4,5952.75
0e39cf00,2010,4,3,7905.75
0e39cf00,2011,3,3,3449.6666666666665
0e39cf00,2012,4,4,4865.25
0e39cf00,2013,4,4,5821.5
0e39cf00,2014,4,4,5696.25
0e39cf00,2015,5,5,4407.2
0e39cf00,2016,4,4,6339.0
0e39cf00,2017,4,4,6007.75
0e39cf00,2018,5,4,6639.0
0e39cf00,2019,5,4,4695.8
0e39cf00,2020,4,3,5074.5
0e41d74d,2010,5,5,5307.0
0e41d74d,2011,4,4,7815.25
0e41d74d,2012,5,5,3706.8
0e41d74d,2013,4,4,7982.5
0e41d74d,2014,5,5,5527.0
0e41d74d,2015,3,3,6116.0
0e41d74d,2016,5,5,4896.0
0e41d74d,2017,3,3,4741.0
0e41d74d,2018,5,5,7047.2
0e41d74d,2019,3,3,7501.333333333333
0e41d74d,2020,5,5,6057.4
0e426284,2010,5,5,3133.2
0e426284,2011,4,4,4775.75
0e426284,2012,5,5,5463.4
0e426284,2013,5,5,4558.8
0e426284,2014,4,4,4232.5
0e426284,2015,3,3,4723.666666666667
0e426284,2016,5,5,6241.6
0e426284,2017,4,4,4749.0
0e426284,2018,3,3,5157.666666666667
0e426284,2019,4,4,7861.25
0e426284,2020,2,2,2741.0
0e4a50f3,2010,3,3,4815.666666666667
0e4a50f3,2011,5,5,5049.8
0e4a50f3,2012,4,4,4221.0
0e4a50f3,2013,5,5,4637.2
0e4a50f3,2014,5,5,5748.8
0e4a50f3,2015,4,4,6835.0
0e4a50f3,2016,4,4,5846.5
0e4a50f3,2017,4,4,6463.75
0e4a50f3,2018,4,4,7084.25
0e4a50f3,2019,4,4,3655.0
0e4a50f3,2020,3,3,3996.3333333333335
0e4b40ea,2010,5,5,5997.0
0e4b40ea,2011,5,5,5938.2
0e4b40ea,2012,5,5,4732.4
0e4b40ea,2013,4,4,4414.5
0e4b40ea,2014,5,5,6688.2
0e4b40ea,2015,3,3,5005.666666666667
0e4b40ea,2016,4,4,7486.0
0e4b40ea,2017,3,3,4125.333333333333
0e4b40ea,2018,3,3,8238.333333333334
0e4b40ea,2019,4,4,6459.25
0e4b40ea,2020,3,3,3491.6666666666665
0e5936d9,2010,2,2,4949.5
0e5936d9,2011,5,5,6762.6
0e5936d9,2012,5,5,7506.4
0e5936d9,2013,3,3,6505.666666666667
0e5936d9,2014,4,4,5121.0
0e5936d9,2015,4,4,3967.0
0e5936d9,2016,4,4,5493.25
0e5936d9,2017,3,3,5814.0
0e5936d9,2018,3,3,8893.333333333334
0e5936d9,2019,4,4,6724.75
0e5936d9,2020,4,4,4890.0
0e5d7ade,2010,5,5,6494.0
0e5d7ade,2011,4,4,4849.0
0e5d7ade,2012,5,5,8205.4
0e5d7ade,2013,5,5,5475.0
0e5d7ade,2014,4,4,4533.5
0e5d7ade,2015,5,4,4463.0
0e5d7ade,2016,4,3,6817.0
0e5d7ade,2017,4,3,7480.75
0e5d7ade,2018,3,2,5023.666666666667
0e5d7ade,2019,4,3,5713.25
0e5d7ade,2020,4,3,6135.5
0e5d9251,2010,4,2,5968.75
0e5d9251,2011,4,3,4208.25
0e5d9251,2012,3,2,6688.0
0e5d9251,2013,5,4,2879.0
0e5d9251,2014,3,2,4028.0
0e5d9251,2015,5,4,3594.0
0e5d9251,2016,5,4,6632.4
0e5d9251,2017,4,3,4966.75
0e5d9251,2018,4,4,7518.25
0e5d9251,2019,4,4,7335.0
0e5d9251,2020,5,4,5851.0
0e608799,2010,5,5,6068.0
0e608799,2011,4,4,7793.0
0e608799,2012,4,4,5759.5
0e608799,2013,3,3,4905.0
0e608799,2014,3,3,6841.0
0e608799,2015,3,3,5231.666666666667
0e608799,2016,5,5,3322.2
0e608799,2017,5,5,4239.6
0e608799,2018,5,5,3054.2
0e608799,2019,5,5,6192.8
0e608799,2020,4,4,7125.5
0e68eede,2010,5,5,4690.2
0e68eede,2011,4,4,6348.75
0e68eede,2012,4,4,5904.25
0e68eede,2013,5,5,5751.8
0e68eede,2014,4,4,4525.25
0e68eede,2015,3,3,5649.0
0e68eede,2016,3,3,5690.0
0e68eede,2017,5,5,4167.4
0e68eede,2018,5,5,6280.6
0e68eede,2019,4,4,5610.75
0e68eede,2020,4,4,6810.0
0e6aaa25,2010,4,4,6084.0
0e6aaa25,2011,4,4,4972.25
0e6aaa25,2012,5,5,5925.4
0e6aaa25,2013,5,5,4740.6
0e6aaa25,2014,4,4,3615.25
0e6aaa25,2015,4,4,9019.5
0e6aaa25,2016,5,5,5095.4
0e6aaa25,2017,2,2,7111.0
0e6aaa25,2018,5,5,5735.4
0e6aaa25,2019,5,5,3526.2
0e6aaa25,2020,5,5,5904.4
0e7295c1,2010,5,5,6458.8
0e7295c1,2011,4,4,4546.25
0e7295c1,2012,4,4,6636.25
0e7295c1,2013,3,3,8184.0
0e7295c1,2014,5,5,4955.4
0e7295c1,2015,1,1,9301.0
0e7295c1,2016,3,3,3520.333333333333
0e7295c1,2017,4,4,1294.25
0e7295c1,2018,4,4,4528.75
0e7295c1,2019,3,3,6815.666666666667
0e7295c1,2020,5,5,5150.6
0e88241a,2010,4,4,4032.75
0e88241a,2011,5,4,2851.2
0e88241a,2012,4,4,6981.25
0e88241a,2013,4,4,6032.0
0e88241a,2014,5,5,6838.0
0e88241a,2015,4,4,3555.5
0e88241a,2016,5,5,6260.6
0e88241a,2017,5,5,4854.8
0e88241a,2018,4,4,6760.75
0e88241a,2019,3,3,6097.666666666667
0e88241a,2020,4,4,5287.75
0e90f8d6,2010,4,3,8410.25
0e90f8d6,2011,3,3,4007.0
0e90f8d6,2012,5,5,5030.8
0e90f8d6,2013,4,4,4814.5
0e90f8d6,2014,5,5,6946.8
0e90f8d6,2015,5,5,6606.4
0e90f8d6,2016,4,4,3749.75
0e90f8d6,2017,4,4,6606.0
0e90f8d6,2018,5,5,3963.6
0e90f8d6,2019,5,5,3646.4
0e90f8d6,2020,4,4,4706.5
0e93f622,2010,4,4,8576.5
0e93f622,2011,4,3,5294.0
0e93f622,2012,3,3,4809.0
0e93f622,2013,4,4,7160.5
0e93f622,2014,4,4,6847.5
0e93f622,2015,4,4,5864.75
0e93f622,2016,5,5,5171.2
0e93f622,2017,5,5,6427.8
0e93f622,2018,4,4,3983.25
0e93f622,2019,4,4,4319.25
0e93f622,2020,5,5,7615.0
0e98fa90,2010,4,4,3221.0
0e98fa90,2011,3,3,3866.6666666666665
0e98fa90,2012,5,5,4925.6
0e98fa90,2013,5,5,5247.4
0e98fa90,2014,5,5,5805.8
0e98fa90,2015,4,4,7360.75
0e98fa90,2016,5,4,6816.0
0e98fa90,2017,5,4,5212.4
0e98fa90,2018,4,3,5408.0
0e98fa90,2019,4,3,5841.5
0e98fa90,2020,5,4,8012.4
0ea85c26,2010,4,4,5468.5
0ea85c26,2011,5,5,5450.6
0ea85c26,2012,4,4,5735.75
0ea85c26,2013,4,4,3771.0
0ea85c26,2014,4,4,6113.25
0ea85c26,2015,4,4,4464.5
0ea85c26,2016,5,5,4524.2
0ea85c26,2017,4,4,4610.25
0ea85c26,2018,5,5,5178.0
0ea85c26,2019,4,4,5037.25
0ea85c26,2020,3,3,5148.666666666667
0eab8543,2010,5,5,3091.6
0eab8543,2011,4,4,2387.5
0eab8543,2012,3,3,5021.333333333333
0eab8543,2013,4,4,7427.25
0eab8543,2014,4,4,4089.5
0eab8543,2015,4,4,6903.0
0eab8543,2016,4,4,5264.0
0eab8543,2017,5,5,5311.4
0eab8543,2018,3,3,2017.0
0eab8543,2019,4,4,6882.75
0eab8543,2020,3,3,5872.333333333333
0eabacfb,2010,5,4,5306.2
0eabacfb,2011,5,4,6116.8
0eabacfb,2012,4,3,3047.5
0eabacfb,2013,4,3,3459.25
0eabacfb,2014,5,4,5539.6
0eabacfb,2015,3,3,7537.333333333333
0eabacfb,2016,5,5,3717.0
0eabacfb,2017,4,4,5725.0
0eabacfb,2018,5,5,3649.6
0eabacfb,2019,3,3,5794.666666666667
0eabacfb,2020,5,4,7340.0
0ebe67ae,2010,5,5,4716.2
0ebe67ae,2011,5,5,4354.8
0ebe67ae,2012,5,5,4222.8
0ebe67ae,2013,4,4,4863.75
0ebe67ae,2014,3,3,5636.333333333333
0ebe67ae,2015,3,3,7787.0
0ebe67ae,2016,4,4,5713.0
0ebe67ae,2017,3,3,4407.333333333333
0ebe67ae,2018,3,3,6232.0
0ebe67ae,2019,4,4,7154.5
0ebe67ae,2020,4,4,5081.75
0ec8e42b,2010,4,3,4953.0
0ec8e42b,2011,5,3,7212.4
0ec8e42b,2012,5,3,4969.8
0ec8e42b,2013,4,2,5833.0
0ec8e42b,2014,4,3,5603.5
0ec8e42b,2015,5,4,4238.6
0ec8e42b,2016,5,4,7664.8
0ec8e42b,2017,3,2,5723.333333333333
0ec8e42b,2018,4,3,6011.0
0ec8e42b,2019,4,3,5712.5
0ec8e42b,2020,5,4,2701.2
0ecff14b,2010,4,4,6566.25
0ecff14b,2011,5,5,5533.6
0ecff14b,2012,4,4,3536.5
0ecff14b,2013,1,1,2289.0
0ecff14b,2014,5,5,4121.8
0ecff14b,2015,3,3,7402.333333333333
0ecff14b,2016,4,4,5845.5
0ecff14b,2017,5,5,6217.0
0ecff14b,2018,4,4,6340.5
0ecff14b,2019,3,3,7019.666666666667
0ecff14b,2020,3,3,5134.666666666667
0ed642bc,2010,3,3,5876.666666666667
0ed642bc,2011,4,4,7242.75
0ed642bc,2012,3,3,3867.3333333333335
0ed642bc,2013,4,4,4150.5
0ed642bc,2014,5,5,7426.8
0ed642bc,2015,4,4,5302.25
0ed642bc,2016,5,5,3886.0
0ed642bc,2017,1,1,8238.0
0ed642bc,2018,5,5,6055.0
0ed642bc,2019,4,4,2174.25
0ed642bc,2020,4,4,5782.25
0edac958,2010,4,4,5309.75
0edac958,2011,5,5,6637.6
0edac958,2012,5,5,5181.4
0edac958,2013,5,5,4192.2
0edac958,2014,4,4,4609.5
0edac958,2015,5,5,5155.6
0edac958,2016,3,3,4293.0
0edac958,2017,4,3,6019.0
0edac958,2018,5,3,3545.8
0edac958,2019,3,2,7019.666666666667
0edac958,2020,4,3,3254.75
0edbb488,2010,4,4,6474.25
0edbb488,2011,2,2,8204.0
0edbb488,2012,5,5,6573.6
0edbb488,2013,4,4,2212.75
0edbb488,2014,5,5,5745.0
0edbb488,2015,3,3,2820.6666666666665
0edbb488,2016,4,4,6879.75
0edbb488,2017,4,4,7331.75
0edbb488,2018,5,5,7101.8
0edbb488,2019,4,4,5772.75
0edbb488,2020,4,4,3692.0
0edcd2b9,2010,3,3,5663.0
0edcd2b9,2011,4,4,5877.75
0edcd2b9,2012,4,4,6308.25
0edcd2b9,2013,4,4,6550.5
0edcd2b9,2014,5,5,5699.4
0edcd2b9,2015,3,3,6322.666666666667
0edcd2b9,2016,4,4,5347.75
0edcd2b9,2017,4,4,5011.5
0edcd2b9,2018,4,4,7913.5
0edcd2b9,2019,3,3,1579.3333333333333
0edcd2b9,2020,5,5,4445.4
0ee26b68,2010,3,3,3864.6666666666665
0ee26b68,2011,5,5,3406.4
0ee26b68,2012,4,4,5351.75
0ee26b68,2013,3,3,2622.0
0ee26b68,2014,3,3,4731.0
0ee26b68,2015,4,4,6167.75
0ee26b68,2016,5,5,7531.4
0ee26b68,2017,4,4,6242.75
0ee26b68,2018,3,3,4187.0
0ee26b68,2019,5,5,4127.8
0ee26b68,2020,5,5,4967.0
0ee63e16,2010,4,4,7871.75
0ee63e16,2011,4,4,5807.0
0ee63e16,2012,2,2,5488.0
0ee63e16,2013,4,4,5961.0
0ee63e16,2014,4,4,6693.5
0ee63e16,2015,3,3,4097.333333333333
0ee63e16,2016,3,3,3986.0
0ee63e16,2017,5,5,6036.2
0ee63e16,2018,4,4,6521.5
0ee63e16,2019,3,3,5975.666666666667
0ee63e16,2020,5,5,3558.6
0ee97b52,2010,3,3,7068.333333333333
0ee97b52,2011,4,4,7407.25
0ee97b52,2012,5,5,4298.4
0ee97b52,2013,3,3,5733.0
0ee97b52,2014,5,5,4212.0
0ee97b52,2015,5,5,5878.6
0ee97b52,2016,2,2,5216.5
0ee97b52,2017,4,4,5386.75
0ee97b52,2018,4,4,6270.0
0ee97b52,2019,5,4,3835.0
0ee97b52,2020,4,4,4065.5
0eed5805,2010,5,5,7198.4
0eed5805,2011,5,5,5917.6
0eed5805,2012,3,3,5953.0
0eed5805,2013,3,3,5022.0
0eed5805,2014,5,5,5626.0
0eed5805,2015,3,3,6115.333333333333
0eed5805,2016,4,4,6135.0
0eed5805,2017,3,3,6613.333333333333
0eed5805,2018,5,5,6120.2
0eed5805,2019,4,4,6320.0
0eed5805,2020,5,5,5749.4
0ef28e7b,2010,4,3,5817.0
0ef28e7b,2011,4,3,5203.0
0ef28e7b,2012,5,4,4828.0
0ef28e7b,2013,4,3,6634.5
0ef28e7b,2014,5,4,5334.4
0ef28e7b,2015,5,4,6073.4
0ef28e7b,2016,5,4,6929.4
0ef28e7b,2017,4,3,3679.75
0ef28e7b,2018,4,4,5813.0
0ef28e7b,2019,5,5,3806.6
0ef28e7b,2020,3,3,6665.333333333333
0ef29c67,2010,5,5,7069.4
0ef29c67,2011,5,5,5630.2
0ef29c67,2012,4,4,3967.5
0ef29c67,2013,5,5,5348.4
0ef29c67,2014,5,5,3551.6
0ef29c67,2015,3,3,3569.6666666666665
0ef29c67,2016,5,5,7415.2
0ef29c67,2017,5,5,6408.8
0ef29c67,2018,4,4,7294.0
0ef29c67,2019,4,4,7246.0
0ef29c67,2020,3,3,6617.0
0ef46060,2010,4,4,4862.0
0ef46060,2011,5,5,5234.8
0ef46060,2012,3,3,2963.0
0ef46060,2013,4,3,5018.5
0ef46060,2014,4,3,5307.25
0ef46060,2015,3,2,5239.0
0ef46060,2016,5,4,8059.0
0ef46060,2017,5,4,6375.0
0ef46060,2018,4,4,4450.5
0ef46060,2019,4,4,4357.0
0ef46060,2020,4,4,7615.75
0ef69984,2010,5,5,5618.2
0ef69984,2011,5,5,5379.6
0ef69984,2012,4,4,3176.0
0ef69984,2013,4,4,4636.0
0ef69984,2014,5,5,3733.2
0ef69984,2015,5,5,3497.2
0ef69984,2016,5,5,5305.2
0ef69984,2017,1,1,9746.0
0ef69984,2018,4,4,6260.5
0ef69984,2019,5,5,6227.8
0ef69984,2020,4,4,5867.25
0efea5c2,2010,4,4,6477.5
0efea5c2,2011,3,3,6287.333333333333
0efea5c2,2012,5,5,6434.8
0efea5c2,2013,5,5,5690.0
0efea5c2,2014,5,5,7466.0
0efea5c2,2015,5,5,4958.6
0efea5c2,2016,5,5,5674.2
0efea5c2,2017,4,4,4256.75
0efea5c2,2018,5,5,5521.2
0efea5c2,2019,2,2,2297.0
0efea5c2,2020,5,5,4804.8
0efff241,2010,4,4,4327.5
0efff241,2011,5,5,6061.4
0efff241,2012,3,3,7865.333333333333
0efff241,2013,4,4,5775.25
0efff241,2014,3,3,5399.666666666667
0efff241,2015,3,3,2202.6666666666665
0efff241,2016,3,3,4720.333333333333
0efff241,2017,5,5,4755.8
0efff241,2018,5,5,7315.6
0efff241,2019,3,3,5744.333333333333
0efff241,2020,4,4,5862.25
0f0fbda3,2010,5,5,5055.0
0f0fbda3,2011,5,5,7667.0
0f0fbda3,2012,3,3,4305.0
0f0fbda3,2013,3,3,2566.6666666666665
0f0fbda3,2014,4,4,5032.5
0f0fbda3,2015,5,5,4229.8
0f0fbda3,2016,4,4,4265.25
0f0fbda3,2017,3,3,6889.0
0f0fbda3,2018,4,4,3666.75
0f0fbda3,2019,5,5,4650.2
0f0fbda3,2020,5,5,5710.6
0f1c2075,2010,3,3,8540.0
0f1c2075,2011,5,4,4982.4
0f1c2075,2012,4,3,6440.0
0f1c2075,2013,4,4,2967.75
0f1c2075,2014,4,4,5019.5
0f1c2075,2015,4,4,4123.0
0f1c2075,2016,4,4,5166.0
0f1c2075,2017,3,3,2819.0
0f1c2075,2018,4,4,2220.75
0f1c2075,2019,4,4,5415.5
0f1c2075,2020,5,5,2878.8
0f2147f0,2010,4,4,6612.0
0f2147f0,2011,2,2,6662.0
0f2147f0,2012,4,3,4800.5
0f2147f0,2013,4,3,5556.75
0f2147f0,2014,4,3,5067.75
0f2147f0,2015,3,2,4949.333333333333
0f2147f0,2016,5,4,3633.6
0f2147f0,2017,4,3,6102.0
0f2147f0,2018,4,4,7598.75
0f2147f0,2019,5,5,3033.0
0f2147f0,2020,4,4,5703.75
0f2a892c,2010,4,4,3185.75
0f2a892c,2011,3,2,3942.3333333333335
0f2a892c,2012,4,3,4866.5
0f2a892c,2013,5,4,5141.8
0f2a892c,2014,5,4,5066.0
0f2a892c,2015,3,2,7264.666666666667
0f2a892c,2016,5,4,5103.8
0f2a892c,2017,4,4,6255.25
0f2a892c,2018,5,5,4170.0
0f2a892c,2019,3,3,5980.333333333333
0f2a892c,2020,5,5,5019.8
0f2fa5b6,2010,5,5,5197.2
0f2fa5b6,2011,3,3,6343.666666666667
0f2fa5b6,2012,5,5,6556.2
0f2fa5b6,2013,4,4,3428.0
0f2fa5b6,2014,5,5,8016.4
0f2fa5b6,2015,5,5,5806.4
0f2fa5b6,2016,4,4,6031.0
0f2fa5b6,2017,4,4,3802.5
0f2fa5b6,2018,5,5,5347.8
0f2fa5b6,2019,4,4,4679.75
0f2fa5b6,2020,5,5,5398.2
0f3bc7cc,2010,5,5,6275.0
0f3bc7cc,2011,3,3,4945.0
0f3bc7cc,2012,5,5,6770.8
0f3bc7cc,2013,3,3,6457.0
0f3bc7cc,2014,4,4,6122.25
0f3bc7cc,2015,4,4,6232.25
0f3bc7cc,2016,5,5,5681.4
0f3bc7cc,2017,1,1,8552.0
0f3bc7cc,2018,4,4,6949.0
0f3bc7cc,2019,4,4,6386.25
0f3bc7cc,2020,5,5,4830.2
0f3f0daa,2010,4,4,4796.5
0f3f0daa,2011,4,4,7483.75
0f3f0daa,2012,4,4,7026.0
0f3f0daa,2013,4,3,4711.75
0f3f0daa,2014,5,4,4705.8
0f3f0daa,2015,5,4,4532.8
0f3f0daa,2016,5,4,6637.4
0f3f0daa,2017,5,4,8526.2
0f3f0daa,2018,3,2,6784.333333333333
0f3f0daa,2019,5,4,6560.6
0f3f0daa,2020,4,3,3837.0
0f468197,2010,5,5,5714.4
0f468197,2011,4,4,5582.0
0f468197,2012,5,5,4492.6
0f468197,2013,3,3,4559.333333333333
0f468197,2014,5,5,3950.0
0f468197,2015,3,3,5641.666666666667
0f468197,2016,4,3,7111.75
0f468197,2017,4,4,4850.5
0f468197,2018,5,5,5633.2
0f468197,2019,2,2,6343.5
0f468197,2020,5,5,6080.8
0f546507,2010,2,2,4525.0
0f546507,2011,4,4,6482.5
0f546507,2012,4,4,5987.75
0f546507,2013,4,4,6464.25
0f546507,2014,4,4,6030.75
0f546507,2015,5,5,5535.8
0f546507,2016,2,2,3513.0
0f546507,2017,5,5,4310.0
0f546507,2018,4,4,7101.25
0f546507,2019,5,5,6382.0
0f546507,2020,3,3,5023.0
0f578e83,2010,4,4,6175.25
0f578e83,2011,3,3,6199.666666666667
0f578e83,2012,4,4,7242.0
0f578e83,2013,5,5,5114.2
0f578e83,2014,4,4,6221.75
0f578e83,2015,3,3,5845.333333333333
