education_level,rinpersoon,mean_GBAGEBOORTEJAAR,num_unique_OPLNIVSOI2016AGG4HBMETNIRWO,num_unique_OPLNIVSOI2016AGG4HGMETNIRWO,num_unique_RICHTdetailISCEDF2013HBmetNIRWO,num_unique_RICHTdetailISCEDF2013HGmetNIRWO,num_unique_OPLNIVSOI2021AGG4HBmetNIRWO,num_unique_OPLNIVSOI2021AGG4HGmetNIRWO,num_unique_RICHTSOI2021SCEDF2013HBNIRWO,num_unique_RICHTSOI2021SCEDF2013HGNIRWO,num_unique_year,agg_OPLNIVSOI2016AGG4HBMETNIRWO,agg_OPLNIVSOI2016AGG4HGMETNIRWO,agg_RICHTdetailISCEDF2013HBmetNIRWO,agg_RICHTdetailISCEDF2013HGmetNIRWO,agg_OPLNIVSOI2021AGG4HBmetNIRWO,agg_OPLNIVSOI2021AGG4HGmetNIRWO,agg_RICHTSOI2021SCEDF2013HBNIRWO,agg_RICHTSOI2021SCEDF2013HGNIRWO,agg_year
4.0,5a6ea6c5,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,5a799f97,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2016]
4.0,5b3ae4ac,1963.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5b6a645e,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,5bb3a92a,1962.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5bc5d6e0,1997.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5c44dca3,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5c9b0f7e,1996.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5ce7d2fd,1998.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5ceb2c85,1953.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5d929a96,1958.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5e655f96,1963.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5eaa1838,1999.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5ec47f89,1965.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5f7e79f6,1951.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,5ff11844,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,606bb779,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,606eec41,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,60a7f93a,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2018]
4.0,61265ec1,1997.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,61aecc6a,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,61c453e0,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,621d13ff,1953.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,624561c9,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2012]
4.0,6248e49b,1998.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6269554f,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2017]
4.0,629b8bc1,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2016]
4.0,62e24054,1967.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,62fda3c3,1956.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,63166888,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2019]
4.0,63abfe6b,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,63f1bed5,1987.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,63f531e5,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2017]
4.0,641b13a7,1982.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6428053d,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,642dd955,1992.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,64375f61,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,64661bf2,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,64b00b28,1960.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,65459eec,1981.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6578b2ad,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,66098fed,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,666a9759,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,6708ce89,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,67e3c529,1998.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,67f4c187,1962.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,67fef487,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6803e160,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2012]
4.0,68598798,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,68656e3d,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,688c7673,1996.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2018]
4.0,68903fdd,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,68afc994,1982.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,68d47fa7,1987.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,694059bb,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,69433e79,1957.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,696f4b72,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2018]
4.0,698e52c7,1954.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6a189e14,1966.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6a204ef7,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6aabea47,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2019]
4.0,6b211f71,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6b6d4e6c,1960.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6b94884b,1956.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6bbd5684,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6bf3278d,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,6bf5da70,1964.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6c82e110,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6c92333d,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6d11e218,1957.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6d1ab7d5,1970.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6d21b8fe,1953.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6d3df56e,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6d565096,1952.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6df7251e,1999.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6e324931,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,6f0e6b36,1966.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6f848a94,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,6f947f74,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,6fb5293f,1996.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,7012f9ec,1952.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,707c1661,1982.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,70d0cf57,1992.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,70f5fc47,1961.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,71653e3b,1992.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2018]
4.0,71a75db0,1999.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,71af92bd,1956.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,723ae65f,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,72432ebd,1980.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,724c555f,1959.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,729dc28c,1988.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,72fe4927,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7315ad5d,1998.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,732adbb5,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,732ae226,1969.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,734f475f,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,73aa97d5,1995.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,73ec8024,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,7475caf1,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2017]
4.0,7536e67e,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,756e072c,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,76307e94,1970.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,764a3300,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,7748a4f8,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7797919d,1951.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,78b7a329,1988.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,78e64287,1970.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,790a111e,1963.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,790bed25,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2012]
4.0,79d723f5,1981.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,79eab3a5,1969.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7a338355,1963.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7a6f969a,1950.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7ae506b4,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2016]
4.0,7b702df3,1955.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7b71b36d,1997.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,7b97aaeb,1987.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7b98852c,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7bd3a85c,1954.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7c0f094a,1956.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7c15f3c3,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,7c3d4a40,1988.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7c471ba5,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,7c51e6d1,1953.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7c641de0,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7c81323d,1987.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,7d4a61c5,1952.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7d5fad2b,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7d785763,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7d9536dd,1995.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7df37758,1999.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2012]
4.0,7e4d0807,1964.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7e55e61b,1957.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7e592025,1987.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7eba08eb,1955.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7f5fa872,1967.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7f8a7020,1992.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,7fa04fac,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,805b2b82,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2019]
4.0,809a2b2d,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,80bcf2c3,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,817fe9f3,1968.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,818464b9,1996.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2017]
4.0,81cc975b,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,822307bd,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,82af4495,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,833a791b,1997.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2019]
4.0,8388b003,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,839b2a0a,1988.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,83d9cb6a,1956.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,84445350,1970.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8584c678,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2016]
4.0,85ac0c3a,1953.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,85e7ac76,1955.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,861f8d31,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2012]
4.0,866e80b4,1994.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2019]
4.0,8672c405,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8699c8a1,1989.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,86c5ce7a,1986.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,871823eb,1987.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8776dfd7,1981.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,87cbf646,1997.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2015]
4.0,87ea981d,1992.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,88009ac2,1988.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2017]
4.0,89138af1,1997.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,8917c7a9,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2013]
4.0,897def28,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,89a0f4c3,1970.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,89add467,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2016]
4.0,89b458c1,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,89db9315,1952.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,89fcfa0f,1950.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8a0405d9,1968.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8a1c57ff,1968.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8a7d4188,1965.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8a99c3aa,1993.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2016]
4.0,8b9d1e9f,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8c125950,1992.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2012]
4.0,8c3729fb,1958.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8c59e848,1961.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8c61d042,1997.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8c627c4a,1996.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8cae396e,1992.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2011]
4.0,8caf37bb,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2014]
4.0,8cdf1cd0,1990.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8d082625,1952.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8d313086,1951.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8d9c73db,1984.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8de49244,1983.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8dfa5968,1985.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8e1ea7ba,1961.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
4.0,8e53590e,1991.0,1,1,1,1,1,1,1,1,1,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],[2010]
